step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
7136,24,32.99,26.91,42.93,0.62,0.26,0.33,-3.30,0,0.00,0.61,0.00,0.68,0,0,0,-0.12,0,,36.0
7137,24,32.96,26.91,42.93,0.59,-0.39,-0.36,1.45,0,0.00,0.79,0.62,0.00,0,1,0,-0.12,0,,36.0
7138,24,32.93,26.89,42.91,0.63,-0.46,-0.47,0.85,0,0.00,0.40,0.00,0.80,0,0,0,-0.12,0,,36.0
7139,24,32.90,26.88,42.90,0.64,-0.42,-0.49,0.19,0,0.61,0.00,0.67,0.00,0,0,0,-0.12,0,,36.0
7140,24,32.87,26.86,42.88,0.64,-0.51,-0.44,-0.47,1,0.00,0.91,0.00,0.09,1,0,0,0.98,0,,35.0
7141,24,32.84,26.85,42.87,0.61,-0.52,-0.56,-1.07,0,0.32,0.00,0.88,0.00,1,0,0,-0.12,0,,35.0
7142,24,32.80,26.83,42.85,0.57,-0.49,-0.42,0.85,0,0.00,0.25,0.87,0.00,0,0,0,-0.12,0,,35.0
7143,24,32.77,26.81,42.84,0.58,-0.59,-0.44,0.19,0,0.65,0.00,0.00,0.76,0,1,0,-0.12,0,,35.0
7144,24,32.74,26.79,42.82,0.58,-0.48,-0.37,-0.41,1,0.00,0.69,0.00,0.53,1,0,0,-0.02,0,,35.0
7145,24,32.71,26.78,42.81,0.66,-0.43,-0.62,7.21,0,0.88,0.00,0.00,0.22,0,0,0,-0.12,0,,35.0
7146,24,32.67,26.77,42.79,0.89,-0.38,-0.50,6.55,0,0.10,0.00,0.00,0.91,0,0,0,-0.12,0,,35.0
7147,24,32.64,26.76,42.78,1.08,-0.25,-0.49,5.95,0,0.17,0.00,0.00,0.93,0,0,0,-0.12,0,,35.0
7148,24,32.61,26.75,42.76,1.26,-0.13,-0.47,5.29,0,0.08,0.00,0.88,0.00,0,0,0,-0.12,0,,35.0
7149,24,32.58,26.74,42.74,1.42,-0.23,-0.46,4.63,0,0.20,0.00,0.00,0.92,0,0,0,-0.12,0,,35.0
7150,24,32.55,26.74,42.73,1.55,-0.13,-0.43,4.03,0,0.01,0.00,0.93,0.00,0,0,0,-0.12,0,,35.0
7151,24,32.52,26.73,42.72,1.67,-0.28,-0.42,3.37,0,0.16,0.00,0.85,0.00,0,0,0,-0.12,0,,35.0
7152,24,32.48,26.72,42.70,1.77,-0.38,-0.43,2.71,0,0.00,0.73,0.00,0.61,1,0,0,-0.12,0,,35.0
7153,24,32.45,26.71,42.69,1.84,-0.31,-0.52,2.11,0,0.84,0.00,0.28,0.00,0,0,0,-0.12,0,,35.0
7154,24,32.42,26.70,42.67,1.90,-0.37,-0.40,1.45,0,0.00,0.27,0.80,0.00,0,0,0,-0.12,0,,35.0
7155,24,32.39,26.69,42.66,1.94,-0.47,-0.47,0.79,0,0.00,0.92,0.00,0.15,0,0,0,-0.12,0,,35.0
7156,24,32.36,26.67,42.64,1.95,-0.46,-0.59,0.19,0,0.88,0.00,0.20,0.00,0,0,0,-0.12,0,,35.0
7157,24,32.32,26.66,42.63,1.95,-0.51,-0.44,-0.47,0,0.76,0.00,0.57,0.00,1,0,0,-0.12,0,,35.0
7158,24,32.29,26.64,42.61,1.92,-0.62,-0.36,-1.13,0,0.00,0.43,0.81,0.00,1,0,0,-0.12,0,,35.0
7159,24,32.26,26.62,42.60,1.88,-0.73,-0.40,-1.73,0,0.91,0.00,0.02,0.00,1,0,0,-0.12,0,,35.0
7160,24,32.23,26.59,42.59,1.81,-0.74,-0.28,-2.39,0,0.00,0.84,0.41,0.00,1,0,0,-0.12,0,,35.0
7161,24,32.19,26.57,42.58,1.72,-0.81,-0.37,-3.05,0,0.91,0.00,0.26,0.00,0,0,0,-0.12,0,,35.0
7162,24,32.16,26.54,42.57,1.61,-0.85,-0.24,-3.65,0,0.91,0.00,0.00,0.21,0,0,0,-0.12,0,,35.0
7163,24,32.13,26.51,42.56,1.48,-0.83,-0.12,-4.31,0,0.00,0.59,0.69,0.00,0,0,0,-0.12,0,,35.0
7164,24,32.10,26.48,42.56,1.33,-0.91,-0.22,-4.97,0,0.00,0.26,0.00,0.91,0,0,0,-0.12,0,,35.0
7165,24,32.07,26.46,42.55,1.17,-0.79,-0.27,-5.57,0,0.00,0.86,0.00,0.14,1,0,0,-0.12,0,,35.0
7166,24,32.03,26.43,42.54,0.97,-0.76,-0.41,-6.23,0,0.00,0.39,0.00,0.82,1,0,0,-0.12,0,,35.0
7167,24,32.00,26.41,42.53,0.76,-0.65,-0.44,-6.89,0,0.89,0.00,0.00,0.06,1,0,0,-0.12,0,,35.0
7168,24,31.97,26.39,42.52,0.59,-0.63,0.29,7.43,0,0.00,0.83,0.00,0.43,0,0,0,-0.12,0,,35.0
7169,24,31.94,26.37,42.52,0.82,-0.61,0.24,6.77,0,0.82,0.00,0.41,0.00,1,0,0,-0.12,0,,35.0
7170,24,31.91,26.35,42.53,1.03,-0.70,0.36,6.11,0,0.09,0.00,0.91,0.00,0,0,0,-0.12,0,,35.0
7171,24,31.88,26.33,42.55,1.21,-0.84,0.36,5.51,0,0.00,0.25,0.82,0.00,1,0,0,-0.12,0,,35.0
7172,24,31.84,26.30,42.56,1.38,-0.98,0.32,4.85,0,0.00,0.43,0.79,0.00,0,0,0,-0.12,0,,35.0
7173,24,31.81,26.26,42.57,1.53,-1.07,0.24,4.19,0,0.00,0.42,0.00,0.82,0,0,0,-0.12,0,,35.0
7174,24,31.78,26.23,42.57,1.64,-0.97,0.18,3.59,0,0.00,0.17,0.92,0.00,0,0,0,-0.12,0,,35.0
7175,24,31.75,26.20,42.58,1.75,-1.12,0.16,2.93,0,0.67,0.00,0.64,0.00,0,0,0,-0.12,0,,35.0
7176,24,31.71,26.16,42.58,1.83,-1.24,0.24,2.27,0,0.00,0.23,0.89,0.00,1,0,0,-0.12,0,,35.0
7177,24,31.68,26.12,42.59,1.89,-1.38,0.22,1.67,0,0.64,0.00,0.53,0.00,0,0,0,-0.12,0,,35.0
7178,24,31.65,26.07,42.60,1.93,-1.43,0.23,1.01,0,0.00,0.90,0.00,0.20,0,0,0,-0.12,0,,35.0
7179,24,31.62,26.02,42.60,1.96,-1.38,0.09,0.35,0,0.00,0.27,0.00,0.79,1,0,0,-0.12,0,,35.0
7180,24,31.59,25.99,42.61,1.96,-1.29,0.05,-0.25,0,0.38,0.00,0.81,0.00,1,0,0,-0.12,0,,35.0
7181,24,31.55,25.94,42.61,1.94,-1.41,0.11,-0.91,0,0.43,0.00,0.00,0.82,0,0,0,-0.12,0,,35.0
7182,24,31.52,25.90,42.61,1.89,-1.27,0.17,-1.57,0,0.04,0.00,0.00,0.88,1,0,0,-0.12,0,,35.0
7183,24,31.49,25.86,42.62,1.84,-1.15,0.18,-2.17,0,0.87,0.00,0.00,0.25,0,0,0,0.88,0,,34.0
7184,24,31.46,25.82,42.63,1.75,-1.13,0.30,-2.83,0,0.24,0.00,0.91,0.00,0,0,0,-0.12,0,,34.0
7185,24,31.43,25.78,42.64,1.65,-1.24,0.35,-3.49,0,0.80,0.00,0.00,0.46,0,0,0,-0.12,0,,34.0
7186,24,31.40,25.75,42.65,1.53,-1.17,0.44,-4.09,0,0.00,0.38,0.00,0.78,0,0,0,-0.12,0,,34.0
7187,24,31.36,25.71,42.66,1.39,-1.06,0.39,-4.75,0,0.88,0.00,0.30,0.00,0,0,0,-0.12,0,,34.0
7188,24,31.33,25.67,42.68,1.22,-1.08,0.51,-5.41,0,0.12,0.00,0.00,0.87,0,0,0,-0.12,0,,34.0
7189,24,31.30,25.64,42.69,1.05,-0.96,0.51,-6.01,0,0.00,0.48,0.00,0.73,0,0,0,-0.12,0,,34.0
7190,24,31.27,25.61,42.71,0.84,-0.87,0.43,-6.67,0,0.00,0.54,0.69,0.00,0,0,0,-0.12,0,,34.0
7191,24,31.23,25.58,42.72,0.60,-0.96,0.38,-7.33,0,0.84,0.00,0.00,0.35,0,0,0,-0.12,0,,34.0
7192,24,31.20,25.56,42.73,0.65,-0.55,0.26,3.21,0,0.71,0.00,0.00,0.56,0,0,0,-0.12,0,,34.0
7193,24,31.17,25.55,42.74,0.74,-0.49,0.35,2.55,0,0.00,0.70,0.58,0.00,0,0,0,-0.12,0,,34.0
7194,24,31.14,25.53,42.75,0.82,-0.55,0.23,1.89,0,0.00,0.44,0.00,0.83,0,0,0,-0.12,0,,34.0
7195,24,31.11,25.51,42.76,0.86,-0.44,0.15,1.29,0,0.00,0.87,0.21,0.00,0,0,0,-0.12,0,,34.0
7196,24,31.07,25.50,42.76,0.89,-0.47,0.02,0.63,0,0.00,0.02,0.00,0.90,0,0,0,-0.12,0,,34.0
7197,24,31.04,25.49,42.76,0.90,-0.33,-0.00,-0.03,0,0.00,0.55,0.00,0.79,0,0,0,-0.12,0,,34.0
7198,24,31.01,25.48,42.76,0.89,-0.23,-0.07,-0.63,1,0.78,0.00,0.32,0.00,0,0,0,-0.02,0,,34.0
7199,24,30.98,25.47,42.76,0.86,-0.30,0.04,-1.29,0,0.00,0.32,0.79,0.00,0,0,0,-0.12,0,,34.0
7200,24,30.95,25.46,42.76,0.80,-0.44,-0.01,-1.95,0,0.23,0.00,0.87,0.00,0,0,0,-0.12,0,,34.0
7201,24,30.92,25.44,42.76,0.74,-0.54,0.03,-2.55,0,0.57,0.00,0.00,0.66,0,0,0,-0.12,0,,34.0
7202,24,30.88,25.43,42.76,0.64,-0.47,0.13,-3.21,0,0.86,0.00,0.00,0.11,0,0,0,-0.12,0,,34.0
7203,24,30.85,25.41,42.77,0.58,-0.42,0.58,1.57,0,0.86,0.00,0.00,0.35,0,0,0,-0.12,0,,34.0
7204,24,30.82,25.40,42.79,0.62,-0.39,0.69,0.97,0,0.19,0.00,0.90,0.00,1,0,0,-0.12,0,,34.0
7205,24,30.79,25.38,42.81,0.64,-0.54,0.73,0.31,0,0.85,0.00,0.21,0.00,0,0,0,-0.12,0,,34.0
7206,24,30.75,25.36,42.84,0.64,-0.55,0.82,-0.35,0,0.00,0.81,0.00,0.59,0,1,0,-0.12,0,,34.0
7207,24,30.72,25.35,42.86,0.62,-0.49,0.70,-0.95,0,0.00,0.25,0.85,0.00,0,0,0,-0.12,0,,34.0
7208,24,30.69,25.33,42.88,0.58,-0.63,0.68,-1.61,0,0.75,0.00,0.47,0.00,0,0,0,-0.12,0,,34.0
7209,24,30.66,25.30,42.91,0.58,-1.05,0.69,0.30,0,0.00,0.83,0.00,0.43,0,0,0,-0.12,0,,34.0
7210,24,30.63,25.27,42.92,0.58,-1.00,0.56,-0.30,1,0.00,0.89,0.03,0.00,0,0,0,-0.02,0,,34.0
7211,24,30.59,25.24,42.94,0.57,-0.75,0.15,0.19,0,0.15,0.00,0.83,0.00,0,0,0,-0.12,0,,34.0
7212,24,30.56,25.21,42.94,0.61,-0.93,0.20,7.34,1,0.90,0.00,0.00,0.19,1,0,0,-0.02,0,,34.0
7213,24,30.53,25.18,42.95,0.82,-0.89,0.31,6.74,0,0.00,0.21,0.00,0.98,0,1,0,-0.12,0,,34.0
7214,24,30.50,25.16,42.96,1.03,-0.76,0.28,6.08,0,0.00,0.04,0.91,0.00,0,0,0,-0.12,0,,34.0
7215,24,30.47,25.13,42.97,1.22,-0.92,0.28,5.42,0,0.15,0.00,0.90,0.00,0,0,0,-0.12,0,,34.0
7216,24,30.44,25.10,42.98,1.37,-1.05,0.31,4.82,0,0.88,0.00,0.15,0.00,0,0,0,-0.12,0,,34.0
7217,24,30.40,25.06,42.99,1.52,-1.08,0.43,4.16,0,0.00,0.85,0.13,0.00,0,0,0,-0.12,0,,34.0
7218,24,30.37,25.03,43.00,1.64,-1.13,0.29,3.50,0,0.00,0.52,0.73,0.00,0,0,0,-0.12,0,,34.0
7219,24,30.34,24.99,43.01,1.74,-1.22,0.22,2.90,0,0.55,0.00,0.00,0.75,1,0,0,-0.12,0,,34.0
7220,24,30.31,24.95,43.02,1.82,-1.12,0.31,2.24,0,0.74,0.00,0.50,0.00,0,0,0,-0.12,0,,34.0
7221,24,30.27,24.91,43.03,1.88,-1.22,0.40,1.58,0,0.00,0.25,0.85,0.00,0,0,0,-0.12,0,,34.0
7222,24,30.24,24.88,43.04,1.92,-1.32,0.36,0.98,0,0.01,0.00,0.00,0.89,0,0,0,-0.12,0,,34.0
7223,24,30.21,24.83,43.06,1.94,-1.18,0.37,0.32,0,0.76,0.00,0.00,0.45,0,0,0,0.88,0,,33.0
7224,24,30.18,24.80,43.07,1.94,-1.12,0.50,-0.34,0,0.93,0.00,0.00,0.07,0,0,0,-0.12,0,,33.0
7225,24,30.15,24.76,43.09,1.92,-1.12,0.63,-0.94,0,0.51,0.00,0.68,0.00,1,0,0,-0.12,0,,33.0
7226,24,30.11,24.72,43.11,1.88,-1.22,0.70,-1.60,0,0.00,0.34,0.00,0.81,0,0,0,-0.12,0,,33.0
7227,24,30.08,24.69,43.13,1.81,-1.13,0.62,-2.26,0,0.00,0.75,0.54,0.00,1,0,0,-0.53,0,,33.5
7228,24,30.05,24.65,43.15,1.74,-1.20,0.52,-2.86,0,0.84,0.00,0.00,0.33,0,0,0,-0.12,0,,33.5
7229,24,30.02,24.61,43.17,1.63,-1.14,0.64,-3.52,0,0.00,0.33,0.00,0.84,0,0,0,-0.12,0,,33.5
7230,24,29.99,24.58,43.19,1.50,-1.05,0.57,-4.18,0,0.00,0.70,0.51,0.00,0,0,0,-0.12,0,,33.5
7231,24,29.96,24.54,43.20,1.37,-1.12,0.47,-4.78,0,0.41,0.00,0.00,0.83,0,0,0,-0.12,0,,33.5
7232,24,29.92,24.51,43.22,1.20,-1.00,0.52,-5.44,0,0.00,0.69,0.59,0.00,0,0,0,-0.12,0,,33.5
7233,24,29.89,24.47,43.23,1.00,-1.07,0.39,-6.10,0,0.00,0.75,0.00,0.46,0,0,0,-0.12,0,,33.5
7234,24,29.86,24.44,43.24,0.81,-1.03,0.28,-6.70,0,0.02,0.00,0.89,0.00,0,0,0,-0.12,0,,33.5
7235,24,29.83,24.41,43.25,0.58,-1.17,0.29,-7.36,0,0.86,0.00,0.28,0.00,0,0,0,-0.12,0,,33.5
7236,24,29.79,24.37,43.26,0.67,-1.11,0.29,3.06,0,0.77,0.00,0.00,0.42,0,0,0,-0.12,0,,33.5
7237,24,29.76,24.34,43.27,0.75,-1.07,0.38,2.46,0,0.00,0.15,0.85,0.00,0,0,0,-0.12,0,,33.5
7238,24,29.73,24.30,43.28,0.82,-1.20,0.34,1.80,0,0.00,0.85,0.00,0.42,1,0,0,-0.12,0,,33.5
7239,24,29.70,24.26,43.29,0.87,-1.13,0.21,1.14,0,0.00,0.53,0.00,0.75,1,0,0,-0.12,0,,33.5
7240,24,29.67,24.23,43.30,0.89,-1.04,0.13,0.54,0,0.00,0.45,0.71,0.00,0,0,0,-0.12,0,,33.5
7241,24,29.64,24.19,43.30,0.90,-1.09,0.03,-0.12,0,0.00,0.63,0.00,0.64,0,0,0,-0.12,0,,33.5
7242,24,29.60,24.16,43.30,0.88,-1.02,-0.05,-0.78,1,0.50,0.00,0.74,0.00,0,0,0,-0.02,0,,33.5
7243,24,29.57,24.13,43.30,0.85,-1.14,0.00,-1.38,0,0.00,0.49,0.68,0.00,0,0,0,-0.12,0,,33.5
7244,24,29.54,24.09,43.30,0.79,-1.23,-0.08,-2.04,0,0.00,0.84,0.00,0.31,0,0,0,-0.12,0,,33.5
7245,24,29.51,24.05,43.29,0.71,-1.17,-0.22,-2.70,0,0.00,0.65,0.00,0.70,0,0,0,-0.12,0,,33.5
7246,24,29.48,24.01,43.28,0.62,-1.07,-0.32,-3.30,0,0.02,0.00,0.00,0.82,0,0,0,-0.12,0,,33.5
7247,24,29.44,23.99,43.26,0.59,-0.53,-1.08,1.45,0,0.00,0.80,0.00,0.38,0,0,0,-0.12,0,,33.5
7248,24,29.41,23.97,43.22,0.63,-0.46,-1.17,0.79,0,0.73,0.00,0.00,0.55,1,0,0,-0.12,0,,33.5
7249,24,29.38,23.96,43.19,0.64,-0.39,-1.07,0.19,0,0.21,0.00,0.79,0.00,0,0,0,-0.12,0,,33.5
7250,24,29.35,23.94,43.15,0.64,-0.49,-1.02,-0.47,1,0.73,0.00,0.32,0.00,0,0,0,-0.02,0,,33.5
7251,24,29.31,23.93,43.12,0.61,-0.56,-0.91,-1.13,0,0.80,0.00,0.37,0.00,1,0,0,0.29,0,,33.0
7252,24,29.28,23.91,43.10,0.57,-0.82,0.04,7.49,0,0.09,0.00,0.00,0.89,0,0,0,-0.12,0,,33.0
7253,24,29.25,23.88,43.10,0.80,-0.69,0.06,6.83,0,0.32,0.00,0.00,0.87,0,0,0,-0.12,0,,33.0
7254,24,29.22,23.86,43.10,1.02,-0.56,0.12,6.17,0,0.19,0.00,0.00,0.87,1,0,0,0.88,0,,32.0
7255,24,29.19,23.85,43.11,1.19,-0.44,0.15,5.57,0,0.62,0.00,0.00,0.66,0,0,0,-0.12,0,,32.0
7256,24,29.16,23.84,43.11,1.36,-0.37,0.26,4.91,0,0.92,0.00,0.00,0.07,0,0,0,-0.12,0,,32.0
7257,24,29.12,23.82,43.12,1.51,-0.39,0.38,4.25,0,0.10,0.00,0.90,0.00,0,0,0,-0.12,0,,32.0
7258,24,29.09,23.81,43.13,1.63,-0.53,0.40,3.65,0,0.78,0.00,0.42,0.00,0,0,0,-0.53,0,,32.5
7259,24,29.06,23.79,43.15,1.74,-0.57,0.53,2.99,0,0.84,0.00,0.00,0.05,0,0,0,-0.12,0,,32.5
7260,24,29.03,23.77,43.17,1.83,-0.55,0.62,2.33,0,0.00,0.54,0.00,0.76,0,0,0,-0.12,0,,32.5
7261,24,29.00,23.76,43.19,1.89,-0.46,0.55,1.73,0,0.00,0.03,0.89,0.00,0,0,0,-0.12,0,,32.5
7262,24,28.96,23.74,43.21,1.93,-0.59,0.52,1.07,0,0.00,0.76,0.00,0.65,0,1,0,-0.12,0,,32.5
7263,24,28.93,23.72,43.22,1.95,-0.48,0.41,0.41,0,0.04,0.00,0.00,0.94,0,0,0,-0.12,0,,32.5
7264,24,28.90,23.71,43.23,1.96,-0.35,0.40,-0.19,0,0.00,0.65,0.00,0.76,1,1,0,-0.12,0,,32.5
7265,24,28.87,23.70,43.24,1.94,-0.25,0.31,-0.85,0,0.77,0.00,0.50,0.00,0,0,0,-0.12,0,,32.5
7266,24,28.83,23.69,43.26,1.90,-0.34,0.39,-1.51,0,0.00,0.59,0.70,0.00,1,0,0,-0.12,0,,32.5
7267,24,28.80,23.68,43.27,1.84,-0.43,0.30,-2.11,0,0.00,0.63,0.00,0.72,0,0,0,-0.12,0,,32.5
7268,24,28.77,23.67,43.27,1.76,-0.33,0.28,-2.77,0,0.82,0.00,0.00,0.39,0,0,0,-0.12,0,,32.5
7269,24,28.74,23.66,43.29,1.66,-0.31,0.39,-3.43,0,0.06,0.00,0.83,0.00,0,0,0,-0.12,1,timeout,32.5
7270,25,28.63,23.62,43.33,1.15,-0.36,0.39,-5.65,0,0.00,0.73,0.00,0.68,0,1,0,-0.12,0,,29.7
7271,25,28.59,23.61,43.34,0.95,-0.34,0.34,-6.31,0,0.21,0.00,0.86,0.00,1,0,0,-0.12,0,,29.7
7272,25,28.56,23.59,43.35,0.75,-0.45,0.37,-6.91,0,0.70,0.00,0.00,0.48,1,0,0,-0.12,0,,29.7
7273,25,28.53,23.58,43.37,0.62,0.32,0.74,7.35,0,0.00,0.39,0.77,0.00,0,0,0,-0.12,0,,29.7
7274,25,28.50,23.59,43.39,0.85,0.18,0.67,6.69,0,0.00,0.34,0.83,0.00,0,0,0,-0.12,0,,29.7
7275,25,28.47,23.60,43.41,1.04,0.07,0.60,6.09,0,0.00,0.74,0.00,0.52,0,0,0,-0.12,0,,29.7
7276,25,28.43,23.60,43.43,1.23,0.16,0.49,5.43,0,0.11,0.00,0.00,0.86,1,0,0,-0.12,0,,29.7
7277,25,28.40,23.61,43.44,1.39,0.27,0.53,4.77,0,0.92,0.00,0.00,0.23,0,0,0,-0.12,0,,29.7
7278,25,28.37,23.62,43.46,1.53,0.31,0.65,4.17,0,0.08,0.00,0.00,0.91,0,0,0,-0.12,0,,29.7
7279,25,28.34,23.63,43.48,1.65,0.38,0.60,3.51,0,0.00,0.90,0.43,0.00,0,1,0,-0.12,0,,29.7
7280,25,28.31,23.64,43.50,1.76,0.29,0.47,2.85,0,0.07,0.00,0.92,0.00,1,0,0,-0.12,0,,29.7
7281,25,28.28,23.65,43.51,1.83,0.15,0.47,2.25,0,0.00,0.85,0.52,0.00,0,1,0,-0.12,0,,29.7
7282,25,28.24,23.65,43.53,1.89,0.07,0.33,1.59,0,0.00,0.78,0.42,0.00,0,0,0,-0.12,0,,29.7
7283,25,28.21,23.65,43.54,1.94,-0.01,0.20,0.93,0,0.00,0.42,0.78,0.00,0,0,0,-0.12,0,,29.7
7284,25,28.18,23.65,43.54,1.95,-0.13,0.15,0.33,0,0.72,0.00,0.42,0.00,0,0,0,-0.12,0,,29.7
7285,25,28.15,23.64,43.55,1.95,-0.21,0.26,-0.33,0,0.48,0.00,0.75,0.00,0,0,0,-0.12,0,,29.7
7286,25,28.11,23.63,43.56,1.93,-0.31,0.30,-0.99,0,0.00,0.74,0.00,0.48,1,0,0,-0.12,0,,29.7
7287,25,28.08,23.62,43.56,1.89,-0.25,0.21,-1.59,0,0.88,0.00,0.34,0.00,0,0,0,-0.12,0,,29.7
7288,25,28.05,23.62,43.57,1.83,-0.28,0.36,-2.25,0,0.88,0.00,0.00,0.17,0,0,0,-0.12,0,,29.7
7289,25,28.02,23.61,43.59,1.74,-0.25,0.46,-2.91,0,0.00,0.59,0.00,0.64,0,0,0,-0.12,0,,29.7
7290,25,27.99,23.60,43.60,1.64,-0.18,0.37,-3.51,0,0.00,0.26,0.89,0.00,1,0,0,-0.12,0,,29.7
7291,25,27.95,23.59,43.61,1.51,-0.31,0.33,-4.17,0,0.82,0.00,0.00,0.28,1,0,0,-0.12,0,,29.7
7292,25,27.92,23.58,43.62,1.37,-0.31,0.45,-4.83,0,0.17,0.00,0.92,0.00,0,0,0,-0.12,0,,29.7
7293,25,27.89,23.57,43.64,1.21,-0.43,0.45,-5.43,0,0.00,0.89,0.00,0.24,0,0,0,-0.12,0,,29.7
7294,25,27.86,23.56,43.65,1.02,-0.41,0.29,-6.09,0,0.00,0.86,0.12,0.00,1,0,0,-0.12,0,,29.7
7295,25,27.83,23.54,43.66,0.81,-0.40,0.16,-6.75,0,0.00,0.59,0.00,0.81,0,1,0,-0.12,0,,29.7
7296,25,27.80,23.53,43.66,0.59,-0.29,0.06,-7.35,0,0.00,0.67,0.00,0.61,1,0,0,-0.12,0,,29.7
7297,25,27.76,23.50,43.63,0.77,-1.22,-1.27,6.89,0,0.00,0.16,0.00,0.91,0,0,0,-0.12,0,,29.7
7298,25,27.73,23.46,43.58,0.99,-1.09,-1.26,6.23,0,0.94,0.00,0.00,0.15,0,0,0,-0.12,0,,29.7
7299,25,27.70,23.42,43.55,1.16,-1.09,-1.14,5.63,0,0.00,0.04,0.93,0.00,1,0,0,-0.12,0,,29.7
7300,25,27.67,23.39,43.51,1.34,-1.20,-1.20,4.97,0,0.00,0.90,0.20,0.00,1,0,0,-0.12,0,,29.7
7301,25,27.63,23.35,43.47,1.49,-1.23,-1.31,4.31,0,0.76,0.00,0.00,0.48,0,0,0,-0.12,0,,29.7
7302,25,27.60,23.31,43.43,1.61,-1.17,-1.19,3.71,0,0.82,0.00,0.29,0.00,1,0,0,-0.12,0,,29.7
7303,25,27.57,23.27,43.39,1.72,-1.22,-1.06,3.05,0,0.87,0.00,0.00,0.20,0,0,0,-0.12,0,,29.7
7304,25,27.54,23.23,43.36,1.81,-1.19,-0.98,2.39,0,0.00,0.91,0.03,0.00,0,0,0,-0.12,0,,29.7
7305,25,27.51,23.20,43.33,1.87,-1.20,-1.12,1.79,0,0.00,0.89,0.20,0.00,0,0,0,-0.12,0,,29.7
7306,25,27.48,23.15,43.29,1.92,-1.24,-1.27,1.13,0,0.00,0.81,0.00,0.04,0,0,0,-0.12,0,,29.7
7307,25,27.44,23.11,43.24,1.94,-1.22,-1.41,0.47,0,0.00,0.67,0.00,0.61,0,0,0,-0.12,0,,29.7
7308,25,27.41,23.08,43.20,1.95,-1.14,-1.51,-0.13,0,0.00,0.75,0.00,0.56,0,0,0,-0.12,0,,29.7
7309,25,27.38,23.04,43.15,1.93,-1.07,-1.64,-0.79,0,0.00,0.15,0.83,0.00,1,0,0,-0.12,0,,29.7
7310,25,27.35,23.00,43.09,1.89,-1.20,-1.64,-1.45,0,0.81,0.00,0.46,0.00,1,0,0,-0.53,0,,30.1
7311,25,27.32,22.97,43.05,1.84,-1.28,-1.54,-2.05,0,0.00,0.86,0.33,0.00,0,0,0,-0.12,0,,30.1
7312,25,27.28,22.92,42.99,1.76,-1.34,-1.69,-2.71,0,0.00,0.82,0.46,0.00,1,0,0,-0.12,0,,30.1
7313,25,27.25,22.88,42.93,1.66,-1.43,-1.79,-3.37,0,0.58,0.00,0.65,0.00,0,0,0,-0.12,0,,30.1
7314,25,27.22,22.83,42.88,1.55,-1.54,-1.72,-3.97,0,0.00,0.40,0.84,0.00,0,0,0,0.88,0,,29.1
7315,25,27.19,22.78,42.82,1.41,-1.68,-1.79,-4.63,0,0.02,0.00,0.83,0.00,0,0,0,-0.12,0,,29.1
7316,25,27.15,22.72,42.77,1.24,-1.83,-1.77,-5.29,0,0.44,0.00,0.83,0.00,1,0,0,-0.12,0,,29.1
7317,25,27.12,22.66,42.71,1.07,-1.95,-1.73,-5.89,0,0.00,0.75,0.60,0.00,0,0,0,-0.12,0,,29.1
7318,25,27.09,22.60,42.65,0.87,-2.03,-1.76,-6.55,0,0.92,0.00,0.09,0.00,1,0,0,-0.12,0,,29.1
7319,25,27.06,22.53,42.60,0.64,-2.02,-1.63,-7.21,0,0.44,0.00,0.00,0.80,0,0,0,-0.12,0,,29.1
7320,25,27.03,22.47,42.57,0.63,-1.93,-0.73,3.29,0,0.00,0.69,0.62,0.00,0,0,0,-0.12,0,,29.1
7321,25,27.00,22.41,42.54,0.73,-2.01,-0.86,2.63,0,0.00,0.94,0.09,0.00,1,0,0,-0.12,0,,29.1
7322,25,26.96,22.34,42.51,0.80,-2.00,-1.00,1.97,0,0.14,0.00,0.00,0.93,1,0,0,-0.12,0,,29.1
7323,25,26.93,22.28,42.48,0.85,-1.87,-0.99,1.37,0,0.00,0.61,0.00,0.60,1,0,0,-0.12,0,,29.1
7324,25,26.90,22.22,42.45,0.89,-1.77,-1.08,0.71,0,0.47,0.00,0.00,0.82,1,0,0,-0.12,0,,29.1
7325,25,26.87,22.17,42.41,0.90,-1.69,-1.01,0.05,0,0.40,0.00,0.85,0.00,0,0,0,-0.12,0,,29.1
7326,25,26.84,22.11,42.38,0.89,-1.82,-0.95,-0.55,1,0.56,0.00,0.71,0.00,0,0,0,-0.02,0,,29.1
7327,25,26.80,22.05,42.35,0.86,-1.92,-0.87,-1.21,0,0.15,0.00,0.00,0.92,1,0,0,-0.12,0,,29.1
7328,25,26.77,21.99,42.33,0.81,-1.79,-0.83,-1.87,0,0.64,0.00,0.00,0.58,1,0,0,-0.12,0,,29.1
7329,25,26.74,21.94,42.30,0.74,-1.70,-0.74,-2.47,0,0.53,0.00,0.00,0.74,0,0,0,-0.12,0,,29.1
7330,25,26.71,21.88,42.28,0.65,-1.61,-0.65,-3.13,0,0.73,0.00,0.53,0.00,0,0,0,-0.12,0,,29.1
7331,25,26.67,21.84,42.26,0.58,-0.68,-0.51,1.61,0,0.00,0.26,0.00,0.89,0,0,0,0.88,0,,28.1
