step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
193,0,276.39,0.92,-2.65,1.84,-0.81,-0.59,2.06,0,0.00,0.07,0.00,0.91,1,0,0,-0.12,0,,38.3
194,0,276.36,0.90,-2.67,1.90,-0.70,-0.58,1.40,0,0.86,0.00,0.01,0.00,0,0,0,-0.12,0,,38.3
195,0,276.33,0.87,-2.69,1.93,-0.68,-0.48,0.74,0,0.00,0.23,0.00,0.89,1,0,0,0.88,0,,37.3
196,0,276.30,0.85,-2.71,1.94,-0.56,-0.49,0.14,0,0.74,0.00,0.00,0.53,0,0,0,-0.12,0,,37.3
197,0,276.27,0.84,-2.72,1.94,-0.47,-0.38,-0.52,0,0.58,0.00,0.00,0.65,0,0,0,-0.12,0,,37.3
198,0,276.23,0.82,-2.73,1.91,-0.37,-0.28,-1.18,0,0.81,0.00,0.00,0.42,0,0,0,-0.12,0,,37.3
199,0,276.20,0.81,-2.74,1.86,-0.29,-0.21,-1.78,0,0.04,0.00,0.00,0.90,1,0,0,-0.12,0,,37.3
200,0,276.17,0.81,-2.74,1.79,-0.14,-0.21,-2.44,0,0.59,0.00,0.00,0.81,0,1,0,-0.12,0,,37.3
201,0,276.14,0.80,-2.75,1.70,-0.11,-0.12,-3.10,0,0.75,0.00,0.43,0.00,1,0,0,-0.12,0,,37.3
202,0,276.11,0.80,-2.75,1.60,-0.17,-0.01,-3.70,0,0.73,0.00,0.00,0.68,0,1,0,-0.12,0,,37.3
203,0,276.07,0.79,-2.75,1.46,-0.10,0.11,-4.36,0,0.91,0.00,0.00,0.15,1,0,0,-0.12,0,,37.3
204,0,276.04,0.79,-2.74,1.31,-0.07,0.12,-5.02,0,0.00,0.89,0.00,0.27,0,0,0,-0.12,0,,37.3
205,0,276.01,0.79,-2.74,1.15,-0.03,-0.03,-5.62,0,0.74,0.00,0.00,0.42,0,0,0,-0.12,0,,37.3
206,0,275.98,0.79,-2.74,0.95,0.04,-0.02,-6.28,0,0.00,0.68,0.00,0.60,0,0,0,-0.12,0,,37.3
207,0,275.94,0.79,-2.75,0.73,0.12,-0.09,-6.94,0,0.81,0.00,0.00,0.25,0,0,0,-0.12,0,,37.3
208,0,275.92,0.81,-2.74,0.62,2.24,1.07,7.34,0,0.09,0.00,0.00,0.94,1,0,0,-0.12,0,,37.3
209,0,275.88,0.89,-2.70,0.85,2.38,1.10,6.68,0,0.78,0.00,0.00,0.45,0,0,0,-1.12,0,,38.3
210,0,275.85,0.97,-2.67,1.06,2.46,1.22,6.02,0,0.39,0.00,0.00,0.85,1,0,0,-0.12,0,,38.3
211,0,275.82,1.04,-2.63,1.23,2.58,1.27,5.42,0,0.93,0.00,0.00,0.11,0,0,0,-0.12,0,,38.3
212,0,275.79,1.13,-2.58,1.39,2.61,1.41,4.76,0,0.87,0.00,0.00,0.16,1,0,0,-0.12,0,,38.3
213,0,275.75,1.22,-2.53,1.54,2.60,1.53,4.10,0,0.48,0.00,0.81,0.00,1,0,0,-0.12,0,,38.3
214,0,275.72,1.29,-2.49,1.65,2.58,1.58,3.50,0,0.30,0.00,0.00,0.88,1,0,0,-0.12,0,,38.3
215,0,275.69,1.38,-2.43,1.76,2.72,1.62,2.84,0,0.26,0.00,0.00,0.83,0,0,0,-0.12,0,,38.3
216,0,275.66,1.47,-2.38,1.84,2.73,1.67,2.18,0,0.37,0.00,0.79,0.00,0,0,0,-0.12,0,,38.3
217,0,275.63,1.55,-2.33,1.89,2.67,1.75,1.58,0,0.92,0.00,0.00,0.15,0,0,0,-0.12,0,,38.3
218,0,275.59,1.64,-2.27,1.93,2.73,1.87,0.92,0,0.43,0.00,0.00,0.84,0,0,0,-0.12,0,,38.3
219,0,275.56,1.73,-2.21,1.95,2.84,1.89,0.26,0,0.00,0.88,0.00,0.10,0,0,0,-0.12,0,,38.3
220,0,275.53,1.82,-2.15,1.95,2.88,1.84,-0.34,0,0.60,0.00,0.00,0.67,1,0,0,-0.12,0,,38.3
221,0,275.50,1.91,-2.09,1.93,2.92,1.95,-1.00,0,0.86,0.00,0.39,0.00,0,0,0,-1.12,0,,39.3
222,0,275.46,2.01,-2.02,1.88,2.87,1.95,-1.66,0,0.00,0.92,0.10,0.00,0,0,0,-0.12,0,,39.3
223,0,275.44,2.10,-1.97,1.82,2.85,1.86,-2.26,0,0.85,0.00,0.26,0.00,0,0,0,-0.12,0,,39.3
224,0,275.40,2.19,-1.90,1.74,2.82,1.95,-2.92,0,0.00,0.46,0.00,0.67,0,0,0,-0.12,0,,39.3
225,0,275.37,2.28,-1.84,1.63,2.92,1.86,-3.58,0,0.00,0.87,0.00,0.40,0,0,0,0.29,0,,38.9
226,0,275.34,2.37,-1.79,1.51,2.94,1.74,-4.18,0,0.00,0.36,0.83,0.00,1,0,0,-0.12,0,,38.9
227,0,275.31,2.47,-1.73,1.36,2.81,1.66,-4.84,0,0.00,0.78,0.50,0.00,0,0,0,-0.12,0,,38.9
228,0,275.27,2.56,-1.68,1.19,2.71,1.53,-5.50,0,0.00,0.51,0.86,0.00,1,1,0,-0.12,0,,38.9
229,0,275.24,2.64,-1.63,1.01,2.58,1.45,-6.10,0,0.00,0.84,0.13,0.00,0,0,0,-0.12,0,,38.9
230,0,275.21,2.72,-1.59,0.80,2.57,1.40,-6.76,0,0.80,0.00,0.00,0.42,0,0,0,-0.12,0,,38.9
231,0,275.18,2.81,-1.54,0.56,0.86,0.48,7.50,0,0.00,0.23,0.00,0.89,1,0,0,-0.12,0,,38.9
232,0,275.15,2.84,-1.53,0.78,0.99,0.45,6.90,0,0.61,0.00,0.00,0.71,1,0,0,-0.12,0,,38.9
233,0,275.11,2.87,-1.51,1.00,1.02,0.52,6.24,0,0.46,0.00,0.76,0.00,0,0,0,-0.12,0,,38.9
234,0,275.08,2.90,-1.49,1.19,0.88,0.56,5.58,0,0.00,0.46,0.89,0.00,1,1,0,-1.12,0,,39.9
235,0,275.05,2.93,-1.48,1.35,0.74,0.49,4.98,0,0.00,0.45,0.81,0.00,1,0,0,-0.12,0,,39.9
236,0,275.02,2.95,-1.46,1.50,0.66,0.42,4.32,0,0.00,0.04,0.00,0.90,0,0,0,-0.12,0,,39.9
237,0,274.99,2.97,-1.45,1.63,0.80,0.41,3.66,0,0.05,0.00,0.00,0.86,0,0,0,-0.12,0,,39.9
238,0,274.95,3.00,-1.44,1.73,0.92,0.41,3.06,0,0.90,0.00,0.00,0.10,0,0,0,-0.12,0,,39.9
239,0,274.92,3.03,-1.42,1.82,0.91,0.52,2.40,0,0.28,0.00,0.88,0.00,0,0,0,-0.12,0,,39.9
240,0,274.89,3.06,-1.40,1.89,0.80,0.58,1.74,0,0.83,0.00,0.00,0.28,0,0,0,-0.12,0,,39.9
241,0,274.86,3.08,-1.38,1.93,0.80,0.69,1.14,0,0.43,0.00,0.83,0.00,0,0,0,-0.12,0,,39.9
242,0,274.83,3.10,-1.36,1.95,0.67,0.71,0.48,0,0.00,0.83,0.33,0.00,0,0,0,-0.12,0,,39.9
243,0,274.79,3.13,-1.34,1.96,0.64,0.62,-0.18,0,0.66,0.00,0.00,0.61,0,0,0,-0.12,0,,39.9
244,0,274.76,3.15,-1.32,1.94,0.68,0.69,-0.78,0,0.00,0.00,0.91,0.00,0,0,0,-0.12,0,,39.9
245,0,274.73,3.17,-1.29,1.91,0.58,0.64,-1.44,0,0.00,0.86,0.00,0.06,0,0,0,-0.12,0,,39.9
246,0,274.70,3.19,-1.28,1.85,0.58,0.54,-2.10,0,0.87,0.00,0.00,0.16,0,0,0,-0.12,0,,39.9
247,0,274.67,3.20,-1.26,1.77,0.62,0.63,-2.70,0,0.00,0.40,0.00,0.79,0,0,0,-0.12,0,,39.9
248,0,274.63,3.22,-1.24,1.67,0.65,0.54,-3.36,0,0.00,0.71,0.70,0.00,0,1,0,-0.12,0,,39.9
249,0,274.60,3.24,-1.22,1.55,0.54,0.46,-4.02,0,0.84,0.00,0.33,0.00,0,0,0,-0.12,0,,39.9
250,0,274.57,3.26,-1.21,1.42,0.48,0.58,-4.62,0,0.72,0.00,0.00,0.52,1,0,0,-0.12,0,,39.9
251,0,274.54,3.28,-1.19,1.25,0.54,0.70,-5.28,0,0.91,0.00,0.00,0.00,0,0,0,-0.12,0,,39.9
252,0,274.50,3.29,-1.16,1.07,0.51,0.84,-5.94,0,0.70,0.00,0.59,0.00,0,0,0,-0.12,0,,39.9
253,0,274.48,3.31,-1.13,0.88,0.50,0.92,-6.54,0,0.24,0.00,0.00,0.86,0,0,0,-0.12,0,,39.9
254,0,274.44,3.33,-1.10,0.65,0.58,0.99,-7.20,0,0.91,0.00,0.17,0.00,0,0,0,-0.12,0,,39.9
255,0,274.41,3.35,-1.04,0.64,0.99,2.38,3.30,0,0.73,0.00,0.46,0.00,1,0,0,-0.12,0,,39.9
256,0,274.38,3.38,-0.97,0.73,0.95,2.41,2.70,0,0.00,0.70,0.00,0.41,1,0,0,-0.12,0,,39.9
257,0,274.35,3.42,-0.89,0.80,0.97,2.29,2.04,0,0.00,0.77,0.39,0.00,0,0,0,-0.12,0,,39.9
258,0,274.31,3.45,-0.82,0.86,0.89,2.15,1.38,0,0.93,0.00,0.09,0.00,1,0,0,0.29,0,,39.5
259,0,274.28,3.47,-0.75,0.89,0.90,2.23,0.78,0,0.00,0.05,0.00,0.90,0,0,0,-0.12,0,,39.5
260,0,274.25,3.50,-0.68,0.90,0.94,2.19,0.12,0,0.00,0.46,0.77,0.00,1,0,0,-0.12,0,,39.5
261,0,274.22,3.53,-0.61,0.90,0.81,2.12,-0.54,1,0.00,0.34,0.86,0.00,1,0,0,-0.02,0,,39.5
262,0,274.19,3.56,-0.54,0.87,0.70,2.04,-1.14,0,0.00,0.89,0.00,0.02,0,0,0,-0.12,0,,39.5
263,0,274.15,3.58,-0.48,0.82,0.73,1.93,-1.80,0,0.32,0.00,0.00,0.86,1,0,0,-0.12,0,,39.5
264,0,274.12,3.60,-0.42,0.75,0.86,1.98,-2.46,0,0.47,0.00,0.00,0.78,0,0,0,-0.12,0,,39.5
265,0,274.09,3.63,-0.36,0.67,0.97,2.05,-3.06,0,0.63,0.00,0.00,0.51,0,0,0,-0.12,0,,39.5
266,0,274.06,3.66,-0.29,0.57,0.54,0.35,1.76,0,0.00,0.52,0.74,0.00,0,0,0,-0.12,0,,39.5
267,0,274.02,3.68,-0.28,0.62,0.47,0.28,1.10,0,0.18,0.00,0.00,0.91,0,0,0,-0.12,0,,39.5
268,0,274.00,3.70,-0.27,0.64,0.60,0.30,0.50,0,0.62,0.00,0.68,0.00,0,0,0,-0.12,0,,39.5
269,0,273.96,3.72,-0.26,0.64,0.55,0.36,-0.16,0,0.00,0.14,0.00,0.90,1,0,0,-0.12,0,,39.5
270,0,273.93,3.74,-0.25,0.63,0.69,0.36,-0.82,1,0.74,0.00,0.00,0.57,0,0,0,-0.02,0,,39.5
271,0,273.90,3.76,-0.24,0.59,0.77,0.46,-1.42,0,0.35,0.00,0.81,0.00,0,0,0,-0.12,0,,39.5
272,0,273.87,3.79,-0.21,0.58,1.02,1.31,0.56,0,0.00,0.63,0.00,0.62,0,0,0,-0.12,0,,39.5
273,0,273.83,3.82,-0.17,0.58,1.07,1.21,-0.10,0,0.00,0.23,0.87,0.00,0,0,0,-0.12,0,,39.5
274,0,273.80,3.85,-0.13,0.57,0.94,1.17,-0.70,1,0.86,0.00,0.30,0.00,0,0,0,-0.02,0,,39.5
275,0,273.77,3.88,-0.09,0.56,0.80,1.29,0.00,0,0.00,0.54,0.73,0.00,0,0,0,-1.12,0,,40.5
276,0,273.74,3.90,-0.05,0.56,0.42,1.02,0.00,1,0.00,0.30,0.83,0.00,0,0,0,-0.02,0,,40.5
277,0,273.71,3.91,-0.03,0.56,0.02,0.85,0.00,1,0.00,0.79,0.50,0.00,0,0,0,-0.02,0,,40.5
278,0,273.67,3.90,-0.00,0.61,-0.20,0.56,7.34,1,0.87,0.00,0.00,0.26,1,0,0,-0.02,0,,40.5
279,0,273.64,3.90,0.02,0.84,-0.15,0.69,6.68,0,0.73,0.00,0.00,0.52,1,0,0,-0.12,0,,40.5
280,0,273.61,3.89,0.04,1.03,-0.08,0.80,6.08,0,0.00,0.13,0.00,0.88,1,0,0,-0.12,0,,40.5
281,0,273.58,3.89,0.07,1.22,0.01,0.80,5.42,0,0.54,0.00,0.73,0.00,0,0,0,-0.12,0,,40.5
282,0,273.55,3.89,0.09,1.39,-0.11,0.89,4.76,0,0.84,0.00,0.33,0.00,0,0,0,-0.12,0,,40.5
283,0,273.51,3.89,0.12,1.52,-0.12,1.01,4.16,0,0.79,0.00,0.00,0.40,1,0,0,-0.12,0,,40.5
284,0,273.48,3.89,0.16,1.64,-0.08,1.09,3.50,0,0.00,0.71,0.52,0.00,0,0,0,0.29,0,,40.0
285,0,273.45,3.88,0.19,1.75,-0.13,0.99,2.84,0,0.02,0.00,0.00,0.93,0,0,0,-0.12,0,,40.0
286,0,273.42,3.88,0.22,1.82,-0.05,1.01,2.24,0,0.72,0.00,0.57,0.00,0,0,0,-0.12,0,,40.0
287,0,273.39,3.88,0.26,1.88,-0.11,1.08,1.58,0,0.00,0.70,0.00,0.65,1,0,0,-0.12,0,,40.0
288,0,273.35,3.87,0.29,1.92,-0.01,1.00,0.92,0,0.70,0.00,0.00,0.55,0,0,0,0.88,0,,39.0
289,0,273.32,3.87,0.32,1.94,0.02,1.08,0.32,0,0.05,0.00,0.88,0.00,0,0,0,-0.12,0,,39.0
290,0,273.29,3.87,0.36,1.94,-0.03,1.05,-0.34,0,0.00,0.58,0.00,0.75,0,0,0,-0.12,0,,39.0
291,0,273.26,3.87,0.39,1.92,0.07,0.93,-1.00,0,0.00,0.89,0.00,0.22,0,0,0,-0.12,0,,39.0
292,0,273.23,3.88,0.42,1.88,0.10,0.79,-1.60,0,0.00,0.40,0.86,0.00,0,0,0,-1.12,0,,40.0
293,0,273.19,3.88,0.44,1.81,-0.03,0.75,-2.26,0,0.19,0.00,0.89,0.00,0,0,0,-0.12,0,,40.0
294,0,273.16,3.87,0.47,1.73,-0.19,0.78,-2.92,0,0.66,0.00,0.00,0.61,0,0,0,0.88,0,,39.0
295,0,273.13,3.87,0.49,1.63,-0.14,0.87,-3.52,0,0.83,0.00,0.00,0.19,0,0,0,-0.12,0,,39.0
296,0,273.10,3.86,0.52,1.50,-0.17,0.94,-4.18,0,0.00,0.23,0.86,0.00,0,0,0,-0.12,0,,39.0
297,0,273.06,3.86,0.55,1.35,-0.29,0.97,-4.84,0,0.74,0.00,0.50,0.00,0,0,0,-0.12,0,,39.0
298,0,273.04,3.85,0.58,1.20,-0.30,1.00,-5.44,0,0.00,0.47,0.00,0.73,0,0,0,-0.12,0,,39.0
299,0,273.00,3.84,0.62,1.00,-0.20,0.91,-6.10,0,0.00,0.96,0.00,0.29,0,1,0,-0.12,0,,39.0
300,0,272.97,3.83,0.64,0.79,-0.14,0.78,-6.76,0,0.35,0.00,0.00,0.85,0,0,0,-0.12,0,,39.0
301,0,272.94,3.83,0.67,0.58,-0.02,0.83,-7.36,0,0.01,0.00,0.00,0.92,0,0,0,-0.12,0,,39.0
302,0,272.91,3.84,0.69,0.67,0.37,0.79,3.06,0,0.89,0.00,0.16,0.00,0,0,0,-0.12,0,,39.0
303,0,272.87,3.85,0.72,0.76,0.36,0.93,2.40,0,0.68,0.00,0.00,0.62,0,0,0,-0.12,0,,39.0
304,0,272.84,3.87,0.75,0.82,0.44,1.02,1.80,0,0.00,0.47,0.00,0.78,0,0,0,-0.12,0,,39.0
305,0,272.81,3.88,0.78,0.87,0.53,1.04,1.14,0,0.88,0.00,0.00,0.17,0,0,0,-1.12,0,,40.0
306,0,272.78,3.90,0.82,0.89,0.56,1.18,0.48,0,0.78,0.00,0.00,0.53,1,0,0,-0.12,0,,40.0
307,0,272.75,3.92,0.86,0.90,0.62,1.24,-0.12,0,0.00,0.92,0.00,0.16,1,0,0,-0.12,0,,40.0
308,0,272.71,3.94,0.90,0.88,0.59,1.11,-0.78,1,0.00,0.54,0.66,0.00,1,0,0,-0.02,0,,40.0
309,0,272.68,3.96,0.93,0.84,0.48,1.05,-1.44,0,0.59,0.00,0.72,0.00,1,0,0,-0.12,0,,40.0
310,0,272.65,3.97,0.96,0.79,0.46,1.12,-2.04,0,0.45,0.00,0.00,0.82,0,0,0,-0.12,0,,40.0
311,0,272.62,3.99,1.00,0.71,0.54,1.17,-2.70,0,0.00,0.27,0.86,0.00,0,0,0,-0.12,1,timeout,40.0
312,1,272.48,47.38,58.62,0.96,0.00,0.00,-0.96,0,0.00,0.62,0.70,0.00,1,0,0,-0.12,0,,35.8
313,1,272.45,47.37,58.62,0.91,-0.07,-0.07,-1.62,0,0.00,0.82,0.28,0.00,0,0,0,-0.12,0,,35.8
314,1,272.42,47.37,58.62,0.85,-0.05,-0.16,-2.22,0,0.00,0.04,0.00,0.87,0,0,0,-0.12,0,,35.8
315,1,272.39,47.37,58.61,0.77,-0.02,-0.15,-2.88,0,0.19,0.00,0.88,0.00,0,0,0,-0.12,0,,35.8
316,1,272.35,47.37,58.61,0.66,-0.12,-0.13,-3.54,0,0.14,0.00,0.00,0.91,0,0,0,-0.12,0,,35.8
317,1,272.32,47.37,58.61,0.57,0.48,0.74,1.90,0,0.00,0.19,0.00,0.74,0,0,0,-0.12,0,,35.8
318,1,272.29,47.39,58.63,0.62,0.57,0.70,1.24,0,0.00,0.46,0.73,0.00,1,0,0,-0.12,0,,35.8
319,1,272.26,47.40,58.66,0.65,0.51,0.58,0.58,0,0.00,0.92,0.00,0.08,0,0,0,-0.12,0,,35.8
320,1,272.23,47.42,58.67,0.66,0.51,0.44,-0.02,0,0.00,0.90,0.18,0.00,0,0,0,-0.12,0,,35.8
321,1,272.19,47.44,58.68,0.65,0.44,0.32,-0.68,1,0.00,0.34,0.82,0.00,1,0,0,-0.02,0,,35.8
322,1,272.16,47.45,58.69,0.62,0.34,0.28,-1.34,0,0.41,0.00,0.00,0.79,0,0,0,-0.12,0,,35.8
323,1,272.13,47.46,58.70,0.57,0.43,0.32,-1.94,0,0.00,0.39,0.82,0.00,1,0,0,-0.12,0,,35.8
324,1,272.10,47.46,58.68,0.80,0.08,-0.68,6.81,0,0.00,0.63,0.00,0.65,0,0,0,-0.12,0,,35.8
325,1,272.07,47.47,58.66,1.01,0.18,-0.79,6.15,0,0.00,0.66,0.00,0.57,1,0,0,-0.12,0,,35.8
326,1,272.04,47.47,58.63,1.18,0.25,-0.89,5.55,0,0.00,0.64,0.65,0.00,0,0,0,-0.12,0,,35.8
327,1,272.00,47.48,58.60,1.36,0.14,-1.01,4.89,0,0.00,0.88,0.17,0.00,1,0,0,-0.12,0,,35.8
328,1,271.97,47.48,58.56,1.51,0.10,-1.15,4.23,0,0.00,0.49,0.69,0.00,0,0,0,-0.12,0,,35.8
329,1,271.94,47.49,58.53,1.62,-0.02,-1.23,3.63,0,0.00,0.46,0.83,0.00,0,0,0,-0.12,0,,35.8
330,1,271.91,47.48,58.49,1.73,-0.11,-1.23,2.97,0,0.87,0.00,0.00,0.11,0,0,0,-0.12,0,,35.8
331,1,271.87,47.48,58.45,1.82,-0.10,-1.09,2.31,0,1.00,0.00,0.00,0.09,1,1,0,-0.12,0,,35.8
332,1,271.84,47.48,58.42,1.88,-0.08,-0.96,1.71,0,0.40,0.00,0.00,0.82,0,0,0,-0.12,0,,35.8
333,1,271.81,47.48,58.39,1.92,0.06,-0.91,1.05,0,0.00,0.48,0.00,0.79,0,0,0,-0.12,0,,35.8
334,1,271.78,47.48,58.36,1.94,0.18,-0.99,0.39,0,0.00,0.68,0.60,0.00,0,0,0,-0.12,0,,35.8
335,1,271.75,47.49,58.32,1.94,0.12,-1.10,-0.21,0,0.00,0.79,0.00,0.54,1,0,0,-0.12,0,,35.8
336,1,271.71,47.49,58.29,1.93,0.19,-1.21,-0.87,0,0.67,0.00,0.66,0.00,0,0,0,-0.12,0,,35.8
337,1,271.68,47.50,58.25,1.88,0.11,-1.11,-1.53,0,0.57,0.00,0.00,0.65,1,0,0,-0.12,0,,35.8
338,1,271.65,47.50,58.22,1.83,0.21,-1.02,-2.13,0,0.00,0.53,0.00,0.76,0,0,0,-0.12,0,,35.8
339,1,271.62,47.51,58.18,1.75,0.33,-1.08,-2.79,0,0.78,0.00,0.00,0.47,1,0,0,-0.12,0,,35.8
340,1,271.59,47.52,58.15,1.64,0.40,-0.95,-3.45,0,0.00,0.53,0.00,0.72,0,0,0,-0.12,0,,35.8
341,1,271.56,47.53,58.12,1.53,0.47,-1.01,-4.05,0,0.19,0.00,0.91,0.00,1,0,0,0.29,0,,35.4
342,1,271.52,47.55,58.09,1.38,0.32,-0.99,-4.71,0,0.00,0.24,0.85,0.00,0,0,0,-0.12,0,,35.4
343,1,271.49,47.56,58.05,1.22,0.17,-1.02,-5.37,0,0.35,0.00,0.84,0.00,0,0,0,-0.12,0,,35.4
344,1,271.46,47.56,58.02,1.04,0.07,-0.97,-5.97,0,0.59,0.00,0.00,0.58,1,0,0,-0.12,0,,35.4
345,1,271.43,47.56,57.99,0.84,0.14,-0.90,-6.63,0,0.00,0.75,0.57,0.00,0,0,0,-0.12,0,,35.4
346,1,271.39,47.57,57.96,0.60,0.03,-1.01,-7.29,0,0.00,0.07,0.91,0.00,1,0,0,-0.12,0,,35.4
347,1,271.36,47.56,57.94,0.74,-0.36,-0.75,7.00,0,0.23,0.00,0.86,0.00,0,0,0,-0.12,0,,35.4
348,1,271.33,47.54,57.91,0.96,-0.48,-0.74,6.34,0,0.00,0.56,0.00,0.77,0,0,0,-0.12,0,,35.4
349,1,271.30,47.53,57.89,1.16,-0.37,-0.79,5.68,0,0.83,0.00,0.00,0.34,0,0,0,-0.12,0,,35.4
350,1,271.27,47.52,57.86,1.32,-0.31,-0.68,5.08,0,0.00,0.32,0.00,0.78,0,0,0,-0.12,0,,35.4
351,1,271.24,47.51,57.84,1.47,-0.21,-0.73,4.42,0,0.52,0.00,0.72,0.00,0,0,0,-0.12,0,,35.4
352,1,271.20,47.50,57.82,1.61,-0.34,-0.66,3.76,0,0.14,0.00,0.91,0.00,0,0,0,-0.12,0,,35.4
353,1,271.17,47.49,57.80,1.71,-0.46,-0.63,3.16,0,0.89,0.00,0.00,0.46,0,1,0,-0.12,0,,35.4
354,1,271.14,47.48,57.78,1.80,-0.41,-0.51,2.50,0,0.00,0.58,0.70,0.00,1,0,0,-0.12,0,,35.4
355,1,271.11,47.46,57.76,1.87,-0.54,-0.60,1.84,0,0.00,0.19,0.86,0.00,0,0,0,-0.12,0,,35.4
356,1,271.08,47.44,57.74,1.92,-0.66,-0.60,1.24,0,0.40,0.00,0.77,0.00,0,0,0,-0.12,0,,35.4
357,1,271.04,47.42,57.72,1.95,-0.77,-0.55,0.58,0,0.00,0.26,0.00,0.89,0,0,0,-0.12,0,,35.4
358,1,271.01,47.39,57.71,1.96,-0.66,-0.62,-0.08,0,0.00,0.87,0.20,0.00,0,0,0,-0.12,0,,35.4
359,1,270.98,47.37,57.68,1.94,-0.69,-0.75,-0.68,0,0.00,0.83,0.00,0.29,0,0,0,-0.12,0,,35.4
360,1,270.95,47.35,57.66,1.91,-0.65,-0.87,-1.34,0,0.82,0.00,0.00,0.40,0,0,0,-0.12,0,,35.4
361,1,270.91,47.33,57.63,1.85,-0.63,-0.76,-2.00,0,0.00,0.18,0.89,0.00,0,0,0,-0.12,0,,35.4
362,1,270.88,47.31,57.61,1.78,-0.77,-0.79,-2.60,0,0.00,0.91,0.00,0.14,0,0,0,-0.12,0,,35.4
363,1,270.85,47.28,57.58,1.69,-0.75,-0.93,-3.26,0,0.00,0.55,0.00,0.74,1,0,0,-0.12,0,,35.4
364,1,270.82,47.26,57.55,1.57,-0.68,-1.00,-3.92,0,0.33,0.00,0.81,0.00,0,0,0,-0.12,0,,35.4
365,1,270.79,47.24,57.52,1.44,-0.79,-0.94,-4.52,0,0.75,0.00,0.00,0.55,1,0,0,-0.12,0,,35.4
366,1,270.75,47.21,57.49,1.28,-0.70,-0.85,-5.18,0,0.00,0.46,0.00,0.78,1,0,0,-0.12,0,,35.4
367,1,270.72,47.19,57.46,1.10,-0.62,-0.94,-5.84,0,0.00,0.68,0.56,0.00,0,0,0,-0.12,0,,35.4
368,1,270.69,47.17,57.43,0.91,-0.69,-1.02,-6.44,0,0.33,0.00,0.00,0.83,0,0,0,-0.12,0,,35.4
369,1,270.66,47.15,57.40,0.69,-0.58,-0.98,-7.10,0,0.08,0.00,0.89,0.00,0,0,0,-0.12,0,,35.4
370,1,270.63,47.13,57.36,0.62,-0.74,-1.08,3.37,0,0.28,0.00,0.00,0.88,1,0,0,-0.12,0,,35.4
371,1,270.60,47.11,57.33,0.71,-0.61,-1.04,2.77,0,0.26,0.00,0.00,0.87,1,0,0,-0.12,0,,35.4
372,1,270.56,47.09,57.30,0.79,-0.52,-0.96,2.11,0,0.86,0.00,0.00,0.17,0,0,0,-0.12,0,,35.4
373,1,270.53,47.08,57.27,0.85,-0.48,-0.85,1.45,0,0.12,0.00,0.00,0.89,0,0,0,-0.12,0,,35.4
374,1,270.50,47.06,57.24,0.88,-0.35,-0.84,0.85,0,0.21,0.00,0.00,0.83,0,0,0,-0.12,0,,35.4
375,1,270.47,47.05,57.22,0.90,-0.24,-0.82,0.19,0,0.00,0.33,0.82,0.00,0,0,0,-0.12,0,,35.4
376,1,270.43,47.04,57.19,0.89,-0.35,-0.90,-0.47,1,0.00,0.84,0.00,0.24,0,0,0,-0.02,0,,35.4
377,1,270.40,47.03,57.16,0.87,-0.32,-1.00,-1.07,0,0.93,0.00,0.00,0.36,0,1,0,-0.12,0,,35.4
378,1,270.37,47.02,57.13,0.82,-0.29,-0.97,-1.73,0,0.00,0.90,0.02,0.00,1,0,0,-0.12,0,,35.4
379,1,270.34,47.01,57.09,0.75,-0.29,-1.06,-2.39,0,0.96,0.00,0.00,0.29,0,1,0,0.29,0,,35.0
380,1,270.31,47.01,57.06,0.67,-0.25,-0.93,-2.99,0,0.70,0.00,0.00,0.35,1,0,0,-0.12,0,,35.0
381,1,270.27,47.00,57.04,0.57,0.78,-0.01,1.79,0,0.96,0.00,0.00,0.26,0,1,0,-0.12,0,,35.0
382,1,270.24,47.03,57.04,0.61,0.82,0.14,1.13,0,0.85,0.00,0.37,0.00,0,0,0,-0.12,0,,35.0
383,1,270.21,47.05,57.04,0.64,0.77,0.26,0.53,0,0.75,0.00,0.46,0.00,0,0,0,-0.12,0,,35.0
384,1,270.18,47.07,57.05,0.64,0.71,0.37,-0.13,0,0.00,0.29,0.00,0.83,0,0,0,-0.12,0,,35.0
385,1,270.15,47.10,57.07,0.63,0.81,0.30,-0.79,1,0.00,0.91,0.10,0.00,0,0,0,-0.02,0,,35.0
386,1,270.12,47.12,57.07,0.59,0.79,0.19,-1.39,0,0.78,0.00,0.49,0.00,1,0,0,-0.12,0,,35.0
387,1,270.08,47.14,57.08,0.68,-0.10,0.09,7.20,0,0.84,0.00,0.00,0.16,1,0,0,-0.12,0,,35.0
388,1,270.05,47.13,57.08,0.90,-0.07,0.22,6.54,0,0.57,0.00,0.00,0.65,1,0,0,-0.12,0,,35.0
389,1,270.02,47.13,57.09,1.09,0.00,0.29,5.94,0,0.00,0.28,0.84,0.00,1,0,0,-0.12,0,,35.0
390,1,269.99,47.13,57.10,1.27,-0.11,0.25,5.28,0,0.19,0.00,0.00,0.92,0,0,0,-0.12,0,,35.0
391,1,269.95,47.13,57.11,1.43,0.03,0.28,4.62,0,0.00,0.25,0.00,0.83,0,0,0,-0.12,0,,35.0
