step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
195,0,286.65,4.49,-11.55,1.39,-0.65,-0.35,4.77,0,0.00,0.24,0.00,0.89,1,0,0,-0.12,0,,45.0
196,0,286.59,4.45,-11.58,1.65,-0.43,-0.30,3.51,0,0.74,0.00,0.00,0.54,0,0,0,-0.12,0,,45.0
197,0,286.52,4.43,-11.59,1.84,-0.23,-0.10,2.19,0,0.57,0.00,0.00,0.66,0,0,0,-0.12,0,,45.0
198,0,286.46,4.42,-11.59,1.93,-0.09,0.12,0.93,0,0.81,0.00,0.00,0.42,0,0,0,-0.12,0,,45.0
199,0,286.39,4.42,-11.58,1.95,0.09,0.26,-0.33,0,0.04,0.00,0.00,0.90,1,0,0,-0.12,0,,45.0
200,0,286.33,4.43,-11.56,1.88,0.10,0.03,-1.65,0,0.00,0.94,0.35,0.00,0,1,0,-0.12,0,,45.0
201,0,286.27,4.43,-11.57,1.74,-0.03,-0.03,-2.91,0,0.75,0.00,0.43,0.00,1,0,0,-0.12,0,,45.0
202,0,286.20,4.43,-11.56,1.51,-0.15,0.10,-4.17,0,0.09,0.00,0.27,0.00,0,1,0,-0.12,0,,45.0
203,0,286.14,4.42,-11.56,1.19,-0.18,0.24,-5.49,0,0.91,0.00,0.00,0.15,1,0,0,-0.12,0,,45.0
204,0,286.07,4.41,-11.54,0.81,-0.13,0.25,-6.75,0,0.00,0.89,0.00,0.27,0,0,0,-0.12,0,,45.0
205,0,286.01,4.44,-11.50,0.66,1.17,1.19,3.10,0,0.74,0.00,0.00,0.43,0,0,0,-0.12,0,,45.0
206,0,285.94,4.52,-11.42,0.82,1.33,1.11,1.78,0,0.00,0.68,0.00,0.60,0,0,0,-0.12,0,,45.0
207,0,285.88,4.61,-11.35,0.89,1.45,1.11,0.52,0,0.81,0.00,0.00,0.25,0,0,0,-0.12,0,,45.0
208,0,285.82,4.70,-11.27,0.88,1.61,1.25,-0.74,0,0.09,0.00,0.00,0.94,1,0,0,-0.12,0,,45.0
209,0,285.75,4.82,-11.19,0.79,1.85,1.38,-2.06,0,0.78,0.00,0.00,0.46,0,0,0,-0.12,0,,45.0
210,0,285.69,4.94,-11.10,0.62,2.04,1.56,-3.32,0,0.39,0.00,0.00,0.85,1,0,0,-1.12,0,,46.0
211,0,285.63,5.09,-11.00,0.90,2.58,1.51,6.51,0,0.93,0.00,0.00,0.11,0,0,0,-0.12,0,,46.0
212,0,285.56,5.26,-10.89,1.28,2.61,1.79,5.19,0,0.87,0.00,0.00,0.16,1,0,0,-0.12,0,,46.0
213,0,285.50,5.43,-10.77,1.57,2.51,1.99,3.93,0,0.47,0.00,0.81,0.00,1,0,0,0.29,0,,45.6
214,0,285.44,5.59,-10.65,1.77,2.64,2.08,2.67,0,0.30,0.00,0.00,0.88,1,0,0,-0.12,0,,45.6
215,0,285.37,5.77,-10.51,1.90,2.91,2.17,1.35,0,0.26,0.00,0.00,0.83,0,0,0,-0.12,0,,45.6
216,0,285.31,5.96,-10.37,1.95,2.92,2.25,0.09,0,0.37,0.00,0.79,0.00,0,0,0,-1.12,0,,46.6
217,0,285.24,6.14,-10.22,1.91,2.79,2.43,-1.17,0,0.92,0.00,0.00,0.15,0,0,0,-0.12,0,,46.6
218,0,285.18,6.32,-10.05,1.79,2.94,2.64,-2.49,0,0.43,0.00,0.00,0.85,0,0,0,-0.12,0,,46.6
219,0,285.11,6.52,-9.88,1.59,3.08,2.56,-3.75,0,0.00,0.88,0.00,0.10,0,0,0,-0.12,0,,46.6
220,0,285.05,6.71,-9.73,1.31,3.18,2.47,-5.01,0,0.60,0.00,0.00,0.68,1,0,0,0.29,0,,46.2
221,0,284.99,6.92,-9.56,0.93,3.15,2.71,-6.33,0,0.86,0.00,0.39,0.00,0,0,0,-1.12,0,,47.2
222,0,284.92,7.11,-9.38,0.60,2.39,3.32,3.50,0,0.00,0.92,0.10,0.00,0,0,0,-0.12,0,,47.2
223,0,284.86,7.26,-9.17,0.78,2.31,3.42,2.24,0,0.85,0.00,0.26,0.00,0,0,0,-0.12,0,,47.2
224,0,284.79,7.41,-8.94,0.88,2.35,3.49,0.92,0,0.00,0.46,0.00,0.67,0,0,0,-0.12,0,,47.2
225,0,284.73,7.57,-8.73,0.90,2.51,3.28,-0.34,0,0.00,0.87,0.00,0.40,0,0,0,0.29,0,,46.8
226,0,284.67,7.72,-8.53,0.83,2.46,3.07,-1.60,0,0.00,0.36,0.83,0.00,1,0,0,-0.12,0,,46.8
227,0,284.60,7.88,-8.33,0.68,2.22,2.88,-2.92,0,0.00,0.79,0.50,0.00,0,0,0,-1.12,0,,47.8
228,0,284.54,8.00,-8.21,0.76,1.61,0.86,6.94,0,0.00,0.79,0.61,0.00,1,1,0,-0.12,0,,47.8
229,0,284.48,8.10,-8.16,1.16,1.48,0.60,5.68,0,0.00,0.84,0.12,0.00,0,0,0,-0.12,0,,47.8
230,0,284.41,8.20,-8.12,1.49,1.56,0.67,4.36,0,0.80,0.00,0.00,0.42,0,0,0,-0.12,0,,47.8
231,0,284.35,8.30,-8.07,1.72,1.75,0.76,3.10,0,0.00,0.23,0.00,0.89,1,0,0,-0.12,0,,47.8
232,0,284.28,8.42,-8.03,1.88,2.00,0.79,1.84,0,0.60,0.00,0.00,0.71,1,0,0,-0.12,0,,47.8
233,0,284.22,8.55,-7.97,1.95,2.00,0.96,0.52,0,0.46,0.00,0.76,0.00,0,0,0,-0.12,0,,47.8
234,0,284.15,8.67,-7.91,1.94,1.73,0.96,-0.74,0,0.00,0.43,0.90,0.00,1,1,0,-0.12,0,,47.8
235,0,284.09,8.77,-7.85,1.85,1.45,0.82,-2.00,0,0.00,0.45,0.80,0.00,1,0,0,0.29,0,,47.4
236,0,284.02,8.86,-7.80,1.68,1.43,0.72,-3.32,0,0.00,0.04,0.00,0.90,0,0,0,-0.12,0,,47.4
237,0,283.96,8.96,-7.76,1.43,1.70,0.71,-4.58,0,0.05,0.00,0.00,0.86,0,0,0,-1.12,0,,48.4
238,0,283.90,9.07,-7.71,1.10,1.85,0.83,-5.84,0,0.90,0.00,0.00,0.10,0,0,0,-0.12,0,,48.4
239,0,283.83,9.19,-7.65,0.67,1.72,1.02,-7.16,0,0.28,0.00,0.88,0.00,0,0,0,-0.12,0,,48.4
240,0,283.77,9.28,-7.55,0.72,1.21,1.80,2.72,0,0.83,0.00,0.00,0.28,0,0,0,-0.12,0,,48.4
241,0,283.71,9.35,-7.43,0.85,1.03,1.95,1.46,0,0.42,0.00,0.84,0.00,0,0,0,-0.12,0,,48.4
242,0,283.64,9.41,-7.30,0.90,0.82,1.89,0.14,0,0.00,0.83,0.33,0.00,0,0,0,-0.12,0,,48.4
243,0,283.58,9.46,-7.18,0.87,0.91,1.95,-1.12,1,0.66,0.00,0.00,0.61,0,0,0,-0.02,0,,48.4
244,0,283.51,9.52,-7.05,0.76,0.75,2.01,-2.38,0,0.00,0.00,0.91,0.00,0,0,0,-0.12,0,,48.4
245,0,283.45,9.56,-6.93,0.57,-0.48,1.25,1.75,0,0.00,0.86,0.00,0.06,0,0,0,-0.12,0,,48.4
246,0,283.39,9.53,-6.85,0.64,-0.46,1.22,0.49,0,0.87,0.00,0.00,0.17,0,0,0,0.29,0,,47.9
247,0,283.32,9.50,-6.77,0.63,-0.34,1.31,-0.77,0,0.00,0.41,0.00,0.78,0,0,0,-0.12,0,,47.9
248,0,283.26,9.50,-6.69,0.58,0.69,1.19,0.53,0,0.00,0.97,0.00,0.25,0,1,0,-0.12,0,,47.9
249,0,283.19,9.54,-6.62,0.57,0.67,1.15,-0.73,0,0.84,0.00,0.33,0.00,0,0,0,-0.12,0,,47.9
250,0,283.13,9.57,-6.55,0.75,0.39,1.20,6.98,0,0.72,0.00,0.00,0.53,1,0,0,-0.12,0,,47.9
251,0,283.06,9.59,-6.46,1.16,0.44,1.47,5.66,0,0.91,0.00,0.00,0.00,0,0,0,-0.12,0,,47.9
252,0,283.00,9.62,-6.36,1.48,0.30,1.70,4.40,0,0.70,0.00,0.59,0.00,0,0,0,-0.12,0,,47.9
253,0,282.94,9.63,-6.25,1.71,0.30,1.85,3.14,0,0.24,0.00,0.00,0.86,0,0,0,-0.12,0,,47.9
254,0,282.87,9.66,-6.12,1.87,0.34,2.07,1.82,0,0.91,0.00,0.17,0.00,0,0,0,-0.12,0,,47.9
255,0,282.81,9.68,-5.98,1.95,0.24,2.31,0.56,0,0.73,0.00,0.46,0.00,1,0,0,-0.12,0,,47.9
256,0,282.75,9.69,-5.83,1.94,0.20,2.34,-0.70,0,0.00,0.70,0.00,0.41,1,0,0,0.29,0,,47.5
257,0,282.68,9.70,-5.69,1.85,0.20,2.08,-2.02,0,0.00,0.77,0.39,0.00,0,0,0,-0.12,0,,47.5
258,0,282.62,9.71,-5.56,1.68,0.11,2.08,-3.28,0,0.93,0.00,0.09,0.00,1,0,0,-0.12,0,,47.5
259,0,282.56,9.72,-5.42,1.43,0.20,2.23,-4.54,0,0.00,0.05,0.00,0.90,0,0,0,-0.12,0,,47.5
260,0,282.49,9.73,-5.28,1.09,0.11,2.11,-5.86,0,0.00,0.46,0.77,0.00,1,0,0,-0.12,0,,47.5
261,0,282.43,9.73,-5.15,0.68,-0.15,1.97,-7.12,0,0.00,0.34,0.86,0.00,1,0,0,-0.12,0,,47.5
262,0,282.36,9.67,-5.03,0.90,-1.21,1.91,6.51,0,0.00,0.89,0.00,0.01,0,0,0,-0.12,0,,47.5
263,0,282.30,9.60,-4.90,1.28,-1.03,1.88,5.19,0,0.32,0.00,0.00,0.86,1,0,0,-0.12,0,,47.5
264,0,282.23,9.54,-4.78,1.57,-0.79,2.00,3.93,0,0.47,0.00,0.00,0.78,0,0,0,0.29,0,,47.1
265,0,282.17,9.50,-4.65,1.77,-0.58,2.16,2.67,0,0.63,0.00,0.00,0.51,0,0,0,-0.12,0,,47.1
266,0,282.11,9.46,-4.51,1.90,-0.70,2.10,1.35,0,0.00,0.52,0.74,0.00,0,0,0,-0.12,0,,47.1
267,0,282.04,9.41,-4.38,1.95,-0.57,2.08,0.09,0,0.18,0.00,0.00,0.91,0,0,0,-0.12,0,,47.1
268,0,281.98,9.38,-4.24,1.91,-0.51,2.18,-1.17,0,0.62,0.00,0.68,0.00,0,0,0,-0.12,0,,47.1
269,0,281.91,9.35,-4.09,1.79,-0.50,2.25,-2.49,0,0.00,0.14,0.00,0.90,1,0,0,-0.12,0,,47.1
270,0,281.85,9.32,-3.95,1.59,-0.28,2.33,-3.75,0,0.75,0.00,0.00,0.56,0,0,0,-0.12,0,,47.1
271,0,281.79,9.31,-3.80,1.31,-0.30,2.51,-5.01,0,0.35,0.00,0.81,0.00,0,0,0,0.29,0,,46.7
272,0,281.72,9.29,-3.64,0.94,-0.26,2.39,-6.33,0,0.00,0.63,0.00,0.62,0,0,0,-0.12,0,,46.7
273,0,281.66,9.29,-3.50,0.60,1.65,1.33,3.52,0,0.00,0.23,0.87,0.00,0,0,0,-0.12,0,,46.7
274,0,281.60,9.39,-3.42,0.78,1.45,1.39,2.26,0,0.86,0.00,0.31,0.00,0,0,0,-0.12,0,,46.7
275,0,281.53,9.48,-3.32,0.88,1.28,1.45,0.94,0,0.00,0.54,0.73,0.00,0,0,0,-0.12,0,,46.7
276,0,281.47,9.55,-3.23,0.90,1.03,1.31,-0.32,0,0.00,0.29,0.83,0.00,0,0,0,-0.12,0,,46.7
277,0,281.40,9.61,-3.15,0.84,0.79,1.15,-1.58,0,0.00,0.79,0.51,0.00,0,0,0,-0.12,0,,46.7
278,0,281.34,9.66,-3.08,0.69,0.78,1.24,-2.90,0,0.87,0.00,0.00,0.25,1,0,0,-0.12,0,,46.7
279,0,281.27,9.66,-2.99,0.75,-0.90,1.69,6.95,0,0.73,0.00,0.00,0.52,1,0,0,-0.12,0,,46.7
280,0,281.21,9.61,-2.88,1.15,-0.70,1.79,5.69,0,0.00,0.13,0.00,0.88,1,0,0,-0.12,0,,46.7
281,0,281.14,9.57,-2.76,1.48,-0.65,1.83,4.37,0,0.54,0.00,0.73,0.00,0,0,0,0.29,0,,46.3
282,0,281.08,9.52,-2.64,1.71,-0.83,2.03,3.11,0,0.84,0.00,0.33,0.00,0,0,0,-0.12,0,,46.3
283,0,281.02,9.47,-2.50,1.87,-0.78,2.27,1.85,0,0.80,0.00,0.00,0.39,1,0,0,-0.12,0,,46.3
284,0,280.95,9.42,-2.35,1.94,-0.87,2.18,0.53,0,0.00,0.71,0.52,0.00,0,0,0,-0.12,0,,46.3
285,0,280.89,9.36,-2.22,1.93,-0.83,2.06,-0.73,0,0.02,0.00,0.00,0.93,0,0,0,-0.12,0,,46.3
286,0,280.83,9.32,-2.09,1.85,-0.76,2.15,-1.99,0,0.72,0.00,0.57,0.00,0,0,0,-0.12,0,,46.3
287,0,280.76,9.26,-1.94,1.67,-0.77,2.16,-3.31,0,0.00,0.70,0.00,0.65,1,0,0,-0.12,0,,46.3
288,0,280.70,9.22,-1.81,1.42,-0.60,2.14,-4.57,0,0.70,0.00,0.00,0.55,0,0,0,0.29,0,,45.9
289,0,280.63,9.19,-1.67,1.09,-0.63,2.27,-5.83,0,0.05,0.00,0.88,0.00,0,0,0,-0.12,0,,45.9
290,0,280.57,9.14,-1.52,0.66,-0.69,2.17,-7.15,0,0.00,0.58,0.00,0.75,0,0,0,-0.12,0,,45.9
291,0,280.51,9.15,-1.41,0.72,0.48,1.56,2.67,0,0.00,0.89,0.00,0.22,0,0,0,-0.12,0,,45.9
292,0,280.44,9.18,-1.32,0.85,0.40,1.34,1.41,0,0.00,0.40,0.86,0.00,0,0,0,-0.12,0,,45.9
293,0,280.38,9.20,-1.23,0.90,0.10,1.28,0.09,0,0.19,0.00,0.89,0.00,0,0,0,-0.12,0,,45.9
294,0,280.31,9.20,-1.15,0.86,0.14,1.44,-1.17,1,0.66,0.00,0.00,0.61,0,0,0,-0.02,0,,45.9
295,0,280.25,9.22,-1.05,0.75,0.27,1.66,-2.43,0,0.83,0.00,0.00,0.20,0,0,0,-0.12,0,,45.9
296,0,280.19,9.23,-0.93,0.58,-1.00,1.81,1.67,0,0.00,0.24,0.86,0.00,0,0,0,-0.12,0,,45.9
297,0,280.12,9.16,-0.82,0.64,-1.22,1.87,0.41,0,0.74,0.00,0.50,0.00,0,0,0,0.29,0,,45.5
298,0,280.06,9.08,-0.70,0.62,-1.22,1.93,-0.85,0,0.00,0.47,0.00,0.73,0,0,0,-0.12,0,,45.5
299,0,279.99,9.02,-0.59,0.58,-0.23,1.36,0.43,0,0.00,0.85,0.00,0.53,0,1,0,-0.12,0,,45.5
300,0,279.93,9.01,-0.51,0.57,-0.16,1.14,0.35,0,0.35,0.00,0.00,0.85,0,0,0,-0.12,0,,45.5
301,0,279.87,9.02,-0.43,0.56,0.40,1.20,0.00,0,0.01,0.00,0.00,0.92,0,0,0,-0.12,0,,45.5
302,0,279.80,9.06,-0.35,0.56,0.74,1.52,0.00,1,0.89,0.00,0.13,0.00,0,0,0,-0.02,0,,45.5
303,0,279.74,9.11,-0.23,0.56,0.86,2.11,0.00,1,0.68,0.00,0.00,0.62,0,0,0,-0.02,0,,45.5
304,0,279.68,9.18,-0.09,0.56,1.39,2.11,0.00,1,0.00,0.45,0.00,0.78,0,0,0,-0.02,0,,45.5
305,0,279.61,9.28,0.05,0.56,1.61,2.40,0.00,1,0.88,0.00,0.00,0.18,0,0,0,-0.02,0,,45.5
306,0,279.55,9.39,0.22,0.88,1.72,2.75,6.56,1,0.77,0.00,0.00,0.54,1,0,0,0.39,0,,45.0
307,0,279.48,9.50,0.39,1.25,1.83,2.76,5.30,0,0.00,0.92,0.00,0.16,1,0,0,-0.12,0,,45.0
308,0,279.42,9.62,0.57,1.55,1.75,2.51,3.98,0,0.00,0.55,0.65,0.00,1,0,0,-0.12,0,,45.0
309,0,279.35,9.72,0.72,1.76,1.52,2.50,2.72,0,0.59,0.00,0.72,0.00,1,0,0,-0.12,0,,45.0
310,0,279.29,9.81,0.88,1.89,1.50,2.66,1.46,0,0.44,0.00,0.00,0.82,0,0,0,-0.12,0,,45.0
311,0,279.23,9.91,1.06,1.94,1.39,2.63,0.14,0,0.00,0.27,0.86,0.00,0,0,0,-1.12,1,timeout,46.0
312,1,278.95,47.37,58.62,0.88,-0.10,-0.08,-1.92,0,0.00,0.62,0.70,0.00,1,0,0,-0.12,0,,35.8
313,1,278.89,47.36,58.61,0.71,-0.25,-0.35,-3.24,0,0.00,0.82,0.28,0.00,0,0,0,-0.12,0,,35.8
314,1,278.83,47.34,58.60,0.60,-0.31,0.45,1.54,0,0.00,0.04,0.00,0.87,0,0,0,-0.12,0,,35.8
315,1,278.76,47.33,58.63,0.66,-0.29,0.45,0.28,0,0.18,0.00,0.88,0.00,0,0,0,-0.12,0,,35.8
316,1,278.70,47.31,58.66,0.63,-0.19,0.49,-1.04,1,0.14,0.00,0.00,0.91,0,0,0,-0.02,0,,35.8
317,1,278.63,47.32,58.68,0.58,0.77,-0.13,0.57,0,0.00,0.19,0.00,0.74,0,0,0,-0.12,0,,35.8
318,1,278.57,47.37,58.67,0.57,0.79,-0.24,-0.69,0,0.00,0.46,0.73,0.00,1,0,0,-0.12,0,,35.8
319,1,278.50,47.39,58.65,0.95,0.25,-0.37,6.34,0,0.00,0.92,0.00,0.08,0,0,0,-0.12,0,,35.8
320,1,278.44,47.41,58.62,1.31,0.23,-0.66,5.08,0,0.00,0.90,0.17,0.00,0,0,0,-0.12,0,,35.8
321,1,278.38,47.42,58.57,1.59,0.08,-0.88,3.82,0,0.00,0.34,0.82,0.00,1,0,0,-0.12,0,,35.8
322,1,278.31,47.42,58.51,1.79,0.03,-0.89,2.50,0,0.41,0.00,0.00,0.79,0,0,0,-0.12,0,,35.8
323,1,278.25,47.42,58.46,1.91,0.03,-0.90,1.24,0,0.00,0.39,0.82,0.00,1,0,0,-0.12,0,,35.8
324,1,278.19,47.42,58.39,1.95,-0.05,-1.07,-0.02,0,0.00,0.63,0.00,0.65,0,0,0,-0.12,0,,35.8
325,1,278.12,47.42,58.32,1.90,0.15,-1.30,-1.34,0,0.00,0.66,0.00,0.56,1,0,0,-0.12,0,,35.8
326,1,278.06,47.44,58.23,1.77,0.14,-1.51,-2.60,0,0.00,0.64,0.65,0.00,0,0,0,-0.12,0,,35.8
327,1,278.00,47.44,58.12,1.57,-0.01,-1.75,-3.86,0,0.00,0.87,0.18,0.00,1,0,0,0.29,0,,35.4
328,1,277.93,47.43,58.00,1.27,-0.20,-1.96,-5.18,0,0.00,0.49,0.69,0.00,0,0,0,-0.12,0,,35.4
329,1,277.87,47.41,57.87,0.90,-0.45,-2.12,-6.44,0,0.00,0.45,0.83,0.00,0,0,0,-0.12,0,,35.4
330,1,277.80,47.36,57.71,0.62,-1.67,-3.94,3.37,0,0.87,0.00,0.00,0.11,0,0,0,-0.12,0,,35.4
331,1,277.74,47.25,57.46,0.79,-1.60,-3.66,2.05,0,0.92,0.00,0.00,0.39,1,1,0,-0.12,0,,35.4
332,1,277.67,47.16,57.24,0.88,-1.42,-3.46,0.79,0,0.41,0.00,0.00,0.82,0,0,0,-0.12,0,,35.4
333,1,277.61,47.08,57.02,0.89,-1.17,-3.46,-0.47,0,0.00,0.47,0.00,0.79,0,0,0,0.29,0,,35.0
334,1,277.55,47.00,56.79,0.81,-1.13,-3.65,-1.79,0,0.00,0.68,0.60,0.00,0,0,0,-0.12,0,,35.0
335,1,277.48,46.93,56.55,0.66,-1.16,-3.89,-3.05,0,0.00,0.78,0.00,0.54,1,0,0,-0.12,0,,35.0
336,1,277.42,46.90,56.35,0.81,0.09,-2.65,6.76,0,0.67,0.00,0.66,0.00,0,0,0,-0.12,0,,35.0
337,1,277.35,46.90,56.18,1.22,0.06,-2.45,5.44,0,0.57,0.00,0.00,0.65,1,0,0,-0.12,0,,35.0
338,1,277.29,46.91,56.03,1.52,0.28,-2.44,4.18,0,0.00,0.52,0.00,0.76,0,0,0,-0.53,0,,35.4
339,1,277.23,46.94,55.87,1.74,0.47,-2.44,2.92,0,0.78,0.00,0.00,0.47,1,0,0,-0.12,0,,35.4
340,1,277.16,46.98,55.71,1.89,0.65,-2.39,1.60,0,0.00,0.53,0.00,0.73,0,0,0,-0.12,0,,35.4
341,1,277.10,47.02,55.56,1.95,0.62,-2.46,0.34,0,0.19,0.00,0.91,0.00,1,0,0,-0.12,0,,35.4
342,1,277.04,47.05,55.40,1.93,0.34,-2.46,-0.92,0,0.00,0.24,0.85,0.00,0,0,0,-0.12,0,,35.4
343,1,276.97,47.06,55.24,1.82,0.05,-2.46,-2.24,0,0.36,0.00,0.84,0.00,0,0,0,-0.12,0,,35.4
344,1,276.91,47.06,55.09,1.64,-0.01,-2.32,-3.50,0,0.59,0.00,0.00,0.58,1,0,0,-0.53,0,,35.8
345,1,276.84,47.06,54.95,1.38,0.01,-2.33,-4.76,0,0.00,0.75,0.57,0.00,0,0,0,-0.12,0,,35.8
346,1,276.78,47.05,54.79,1.02,-0.25,-2.49,-6.08,0,0.00,0.07,0.91,0.00,1,0,0,-0.12,0,,35.8
347,1,276.71,47.03,54.63,0.59,-0.53,-2.49,-7.34,0,0.25,0.00,0.85,0.00,0,0,0,-0.12,0,,35.8
348,1,276.65,46.90,54.54,0.75,-2.13,-1.35,2.49,0,0.00,0.56,0.00,0.77,0,0,0,-0.12,0,,35.8
349,1,276.58,46.76,54.45,0.86,-1.98,-1.23,1.17,0,0.83,0.00,0.00,0.34,0,0,0,0.88,0,,34.8
350,1,276.52,46.64,54.38,0.90,-1.81,-1.15,-0.09,0,0.00,0.32,0.00,0.78,0,0,0,-0.12,0,,34.8
351,1,276.46,46.53,54.31,0.85,-1.78,-1.15,-1.35,1,0.53,0.00,0.71,0.00,0,0,0,-0.02,0,,34.8
352,1,276.39,46.41,54.24,0.71,-2.06,-1.04,-2.67,0,0.14,0.00,0.91,0.00,0,0,0,-0.12,0,,34.8
353,1,276.33,46.30,54.17,0.59,-0.65,-0.92,1.48,0,0.45,0.00,0.00,0.89,0,1,0,-0.12,0,,34.8
354,1,276.27,46.26,54.12,0.64,-0.59,-0.93,0.22,0,0.00,0.59,0.70,0.00,1,0,0,-0.53,0,,35.2
355,1,276.20,46.21,54.05,0.61,-0.87,-1.05,-1.10,1,0.00,0.19,0.86,0.00,0,0,0,-0.02,0,,35.2
356,1,276.14,46.12,53.98,0.58,-1.99,-1.04,0.23,0,0.41,0.00,0.77,0.00,0,0,0,-0.12,0,,35.2
357,1,276.07,45.99,53.92,0.56,-2.13,-0.98,0.00,1,0.00,0.26,0.00,0.89,0,0,0,-0.02,0,,35.2
358,1,276.01,45.87,53.84,0.56,-1.69,-1.46,0.00,1,0.00,0.87,0.19,0.00,0,0,0,0.98,0,,34.2
359,1,275.95,45.77,53.73,0.56,-1.57,-2.17,0.00,1,0.00,0.82,0.00,0.32,0,0,0,-0.02,0,,34.2
360,1,275.88,45.68,53.58,0.56,-1.16,-2.22,0.00,1,0.77,0.00,0.00,0.48,0,0,0,-0.02,0,,34.2
361,1,275.82,45.61,53.45,0.56,-1.29,-1.81,0.00,1,0.00,0.18,0.89,0.00,0,0,0,-0.02,0,,34.2
362,1,275.75,45.52,53.33,0.56,-1.37,-2.37,0.00,1,0.00,0.91,0.00,0.16,0,0,0,-0.02,0,,34.2
363,1,275.69,45.44,53.16,0.88,-1.17,-2.69,6.56,1,0.00,0.54,0.00,0.75,1,0,0,-0.02,0,,34.2
364,1,275.62,45.36,52.98,1.27,-1.28,-2.68,5.24,0,0.37,0.00,0.80,0.00,0,0,0,-0.53,0,,34.7
365,1,275.56,45.28,52.82,1.55,-1.22,-2.50,3.98,0,0.74,0.00,0.00,0.56,1,0,0,-0.12,0,,34.7
366,1,275.50,45.21,52.67,1.76,-1.02,-2.44,2.72,0,0.00,0.45,0.00,0.79,1,0,0,-0.12,0,,34.7
367,1,275.43,45.15,52.50,1.90,-0.97,-2.65,1.40,0,0.00,0.69,0.55,0.00,0,0,0,-0.12,0,,34.7
368,1,275.37,45.08,52.33,1.94,-0.94,-2.72,0.14,0,0.32,0.00,0.00,0.84,0,0,0,-0.12,0,,34.7
369,1,275.31,45.03,52.16,1.91,-0.92,-2.66,-1.12,0,0.08,0.00,0.89,0.00,0,0,0,-0.12,0,,34.7
370,1,275.24,44.96,51.98,1.79,-0.96,-2.61,-2.44,0,0.28,0.00,0.00,0.88,1,0,0,-0.53,0,,35.1
371,1,275.18,44.91,51.82,1.60,-0.69,-2.53,-3.70,0,0.25,0.00,0.00,0.87,1,0,0,-0.12,0,,35.1
372,1,275.12,44.87,51.67,1.32,-0.53,-2.38,-4.96,0,0.86,0.00,0.00,0.18,0,0,0,0.88,0,,34.1
373,1,275.05,44.84,51.51,0.95,-0.32,-2.28,-6.28,0,0.12,0.00,0.00,0.89,0,0,0,-0.12,0,,34.1
374,1,274.99,44.85,51.38,0.59,2.30,-0.37,3.54,0,0.21,0.00,0.00,0.83,0,0,0,-0.12,0,,34.1
375,1,274.92,45.00,51.36,0.77,2.33,-0.39,2.28,0,0.00,0.32,0.82,0.00,0,0,0,-1.12,0,,35.1
376,1,274.86,45.15,51.33,0.88,2.28,-0.62,0.96,0,0.00,0.84,0.00,0.25,0,0,0,-0.12,0,,35.1
377,1,274.79,45.29,51.29,0.90,2.07,-0.65,-0.30,0,0.26,0.00,0.96,0.00,0,1,0,-0.12,0,,35.1
378,1,274.73,45.41,51.24,0.84,1.97,-0.84,-1.56,1,0.00,0.90,0.01,0.00,1,0,0,-0.02,0,,35.1
379,1,274.67,45.54,51.18,0.69,1.75,-0.85,-2.88,0,0.39,0.00,0.92,0.00,0,1,0,-0.12,0,,35.1
380,1,274.60,45.60,51.11,0.75,0.04,-1.55,6.97,0,0.70,0.00,0.00,0.35,1,0,0,-0.53,0,,35.5
381,1,274.54,45.61,51.02,1.15,0.09,-1.30,5.71,0,1.00,0.00,0.03,0.00,0,1,0,-0.12,0,,35.5
382,1,274.47,45.61,50.95,1.48,0.00,-1.02,4.39,0,0.86,0.00,0.35,0.00,0,0,0,-0.12,0,,35.5
383,1,274.41,45.61,50.89,1.71,-0.14,-0.77,3.13,0,0.77,0.00,0.44,0.00,0,0,0,-0.12,0,,35.5
384,1,274.35,45.60,50.85,1.87,0.00,-0.77,1.87,0,0.00,0.27,0.00,0.84,0,0,0,-0.12,0,,35.5
385,1,274.28,45.61,50.79,1.94,0.13,-0.97,0.55,0,0.00,0.91,0.10,0.00,0,0,0,-0.12,0,,35.5
386,1,274.22,45.61,50.72,1.94,0.03,-1.01,-0.71,0,0.78,0.00,0.48,0.00,1,0,0,-0.12,0,,35.5
387,1,274.15,45.61,50.67,1.85,-0.03,-0.77,-1.97,0,0.82,0.00,0.00,0.24,1,0,0,-0.12,0,,35.5
388,1,274.09,45.61,50.62,1.68,0.13,-0.56,-3.29,0,0.57,0.00,0.00,0.65,1,0,0,-0.12,0,,35.5
389,1,274.03,45.62,50.59,1.43,0.10,-0.51,-4.55,0,0.00,0.26,0.84,0.00,1,0,0,-0.12,0,,35.5
390,1,273.96,45.63,50.56,1.10,0.06,-0.54,-5.81,0,0.23,0.00,0.00,0.91,0,0,0,-0.12,0,,35.5
391,1,273.90,45.64,50.52,0.67,0.34,-0.58,-7.13,0,0.00,0.25,0.00,0.83,0,0,0,-0.12,0,,35.5
392,1,273.83,45.69,50.56,0.72,0.83,0.91,2.68,0,0.00,0.33,0.86,0.00,0,0,0,-0.12,0,,35.5
393,1,273.77,45.74,50.61,0.85,0.89,0.74,1.42,0,0.00,0.62,0.00,0.68,0,0,0,-0.12,0,,35.5
