step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
4590,16,119.09,-41.59,-4.90,1.89,-2.10,-1.29,-1.41,0,0.52,0.00,0.73,0.00,1,0,0,-0.53,0,,41.7
4591,16,119.03,-41.73,-4.97,1.76,-2.17,-1.10,-2.67,0,0.79,0.00,0.00,0.45,0,0,0,-0.12,0,,41.7
4592,16,118.96,-41.86,-5.04,1.54,-1.99,-1.18,-3.99,0,0.00,0.68,0.00,0.65,0,0,0,-0.12,0,,41.7
4593,16,118.90,-41.98,-5.12,1.25,-1.77,-1.36,-5.25,0,0.00,0.49,0.00,0.77,1,0,0,-0.12,0,,41.7
4594,16,118.84,-42.09,-5.22,0.88,-1.58,-1.56,-6.51,0,0.00,0.72,0.00,0.47,0,0,0,-0.12,0,,41.7
4595,16,118.77,-42.16,-5.33,0.64,-0.42,-2.08,3.26,0,0.49,0.00,0.68,0.00,0,0,0,-1.12,0,,42.7
4596,16,118.71,-42.19,-5.46,0.80,-0.54,-1.89,2.00,0,0.86,0.00,0.00,0.01,0,0,0,-0.12,0,,42.7
4597,16,118.64,-42.23,-5.57,0.89,-0.49,-1.64,0.74,0,0.75,0.00,0.00,0.38,1,0,0,-0.12,0,,42.7
4598,16,118.58,-42.25,-5.68,0.89,-0.29,-1.67,-0.58,0,0.00,0.45,0.00,0.70,0,0,0,-0.12,0,,42.7
4599,16,118.52,-42.27,-5.79,0.81,-0.07,-1.82,-1.84,0,0.00,0.39,0.00,0.79,1,0,0,-0.12,0,,42.7
4600,16,118.45,-42.26,-5.91,0.66,0.07,-2.03,-3.10,0,0.00,0.94,0.00,0.03,0,0,0,-0.53,0,,43.1
4601,16,118.39,-42.25,-6.03,0.62,0.23,-1.68,1.03,0,0.00,0.53,0.00,0.73,0,0,0,-0.12,0,,43.1
4602,16,118.32,-42.23,-6.14,0.64,0.45,-1.84,-0.23,0,0.00,0.45,0.00,0.74,1,0,0,-0.12,0,,43.1
4603,16,118.26,-42.20,-6.26,0.59,0.69,-1.92,-1.49,1,0.15,0.00,0.00,0.89,0,0,0,-0.02,0,,43.1
4604,16,118.19,-42.11,-6.42,0.58,1.59,-2.56,-0.20,0,0.00,0.67,0.00,0.58,0,0,0,0.88,0,,42.1
4605,16,118.13,-41.99,-6.58,0.56,2.09,-2.77,0.00,1,0.00,0.32,0.00,0.87,0,0,0,-0.02,0,,42.1
4606,16,118.07,-41.85,-6.77,0.56,2.53,-3.14,0.00,1,0.00,0.84,0.00,0.43,0,0,0,-0.02,0,,42.1
4607,16,118.00,-41.67,-6.99,0.56,2.76,-3.09,0.00,1,0.74,0.00,0.00,0.47,0,0,0,-0.43,0,,42.6
4608,16,117.94,-41.49,-7.16,0.56,2.93,-2.93,0.00,1,0.00,0.78,0.00,0.34,0,0,0,-0.02,0,,42.6
4609,16,117.88,-41.32,-7.37,0.56,2.50,-3.50,0.00,1,0.00,0.80,0.47,0.00,0,0,0,-0.02,0,,42.6
4610,16,117.81,-41.16,-7.61,0.88,2.47,-3.79,6.56,1,0.00,0.46,0.00,0.82,1,0,0,-0.02,0,,42.6
4611,16,117.75,-40.99,-7.85,1.25,2.73,-3.89,5.30,0,0.00,0.08,0.00,0.91,0,0,0,0.88,0,,41.6
4612,16,117.68,-40.81,-8.10,1.54,2.98,-3.97,4.04,0,0.00,0.38,0.00,0.74,1,0,0,-0.53,0,,42.0
4613,16,117.62,-40.61,-8.36,1.76,3.16,-3.93,2.72,0,0.86,0.00,0.00,0.39,1,0,0,-0.12,0,,42.0
4614,16,117.56,-40.41,-8.60,1.89,3.29,-3.68,1.46,0,0.76,0.00,0.00,0.49,1,0,0,-0.12,0,,42.0
4615,16,117.49,-40.19,-8.83,1.94,3.49,-3.55,0.20,0,0.00,0.06,0.00,0.93,0,0,0,-0.12,0,,42.0
4616,16,117.43,-39.96,-9.07,1.91,3.60,-3.70,-1.12,0,0.00,0.88,0.28,0.00,1,0,0,0.47,0,,41.4
4617,16,117.36,-39.74,-9.31,1.80,3.38,-3.92,-2.38,0,0.00,0.54,0.76,0.00,0,0,0,-0.12,0,,41.4
4618,16,117.30,-39.53,-9.56,1.61,3.33,-3.94,-3.64,0,0.57,0.00,0.00,0.72,0,0,0,-0.12,0,,41.4
4619,16,117.23,-39.30,-9.81,1.32,3.58,-3.90,-4.96,0,0.00,0.31,0.00,0.87,0,0,0,-0.12,0,,41.4
4620,16,117.17,-39.07,-10.06,0.97,3.78,-4.10,-6.22,0,0.00,0.69,0.00,0.57,0,0,0,0.47,0,,40.8
4621,16,117.11,-38.83,-10.32,0.60,4.20,-3.15,7.40,0,0.48,0.00,0.79,0.00,1,0,0,-0.12,0,,40.8
4622,16,117.04,-38.56,-10.53,1.04,3.93,-2.99,6.08,0,0.52,0.00,0.75,0.00,0,0,0,-0.12,0,,40.8
4623,16,116.98,-38.32,-10.71,1.38,3.66,-3.00,4.82,0,0.00,0.23,0.85,0.00,0,0,0,-0.12,0,,40.8
4624,16,116.92,-38.10,-10.90,1.64,3.40,-2.98,3.56,0,0.52,0.00,0.74,0.00,0,0,0,0.47,0,,40.2
4625,16,116.85,-37.88,-11.10,1.83,3.39,-2.93,2.24,0,0.00,0.29,0.00,0.87,0,0,0,-0.12,0,,40.2
4626,16,116.79,-37.66,-11.29,1.93,3.59,-3.13,0.98,0,0.00,0.74,0.00,0.59,1,0,0,-0.12,0,,40.2
4627,16,116.72,-37.43,-11.49,1.95,3.58,-3.18,-0.28,0,0.66,0.00,0.75,0.00,0,1,0,-0.12,0,,40.2
4628,16,116.66,-37.20,-11.69,1.89,3.51,-2.96,-1.60,0,0.78,0.00,0.00,0.55,0,0,0,-0.12,0,,40.2
4629,16,116.59,-36.97,-11.87,1.74,3.46,-2.80,-2.86,0,0.31,0.00,0.86,0.00,0,0,0,0.88,0,,39.2
4630,16,116.53,-36.76,-12.05,1.52,3.43,-2.98,-4.12,0,0.00,0.89,0.00,0.23,0,0,0,-0.53,0,,39.6
4631,16,116.47,-36.53,-12.25,1.21,3.60,-2.97,-5.44,0,0.54,0.00,0.00,0.69,1,0,0,-0.12,0,,39.6
4632,16,116.40,-36.29,-12.44,0.82,3.72,-3.03,-6.70,0,0.00,0.89,0.00,0.07,0,0,0,-0.12,0,,39.6
4633,16,116.34,-36.11,-12.62,0.66,1.82,-2.84,3.14,0,0.00,0.92,0.04,0.00,0,0,0,0.88,0,,38.6
4634,16,116.27,-35.99,-12.81,0.82,1.77,-2.74,1.82,0,0.88,0.00,0.16,0.00,0,0,0,-0.12,0,,38.6
4635,16,116.21,-35.88,-12.98,0.89,1.69,-2.73,0.56,0,0.00,0.87,0.32,0.00,0,0,0,-0.53,0,,39.0
4636,16,116.15,-35.78,-13.16,0.88,1.60,-3.01,-0.70,0,0.00,0.91,0.07,0.00,0,0,0,-0.12,0,,39.0
4637,16,116.08,-35.67,-13.37,0.79,1.66,-3.29,-2.02,0,0.00,0.71,0.00,0.62,1,0,0,-0.12,0,,39.0
4638,16,116.02,-35.57,-13.58,0.62,1.63,-3.46,-3.28,0,0.00,0.28,0.86,0.00,1,0,0,-0.12,0,,39.0
4639,16,115.96,-35.45,-13.85,0.89,2.00,-4.49,6.56,0,0.00,0.16,0.00,0.85,0,0,0,-0.12,0,,39.0
4640,16,115.89,-35.31,-14.14,1.28,2.21,-4.35,5.24,0,0.72,0.00,0.00,0.59,0,0,0,-0.53,0,,39.5
4641,16,115.83,-35.16,-14.41,1.56,2.44,-4.22,3.98,0,0.15,0.00,0.00,0.94,0,0,0,-0.12,0,,39.5
4642,16,115.76,-35.00,-14.68,1.77,2.71,-4.26,2.72,0,0.00,0.38,0.00,0.81,0,0,0,0.88,0,,38.5
4643,16,115.70,-34.82,-14.97,1.91,2.90,-4.49,1.40,0,0.00,0.76,0.00,0.55,0,0,0,-0.53,0,,38.9
4644,16,115.64,-34.63,-15.26,1.95,3.05,-4.73,0.14,0,0.00,0.74,0.00,0.47,0,0,0,-0.12,0,,38.9
4645,16,115.57,-34.43,-15.56,1.92,3.22,-4.95,-1.12,0,0.00,0.57,0.00,0.70,0,0,0,-0.12,0,,38.9
4646,16,115.51,-34.21,-15.90,1.80,3.45,-5.12,-2.44,0,0.00,0.41,0.00,0.74,1,0,0,-0.53,0,,39.3
4647,16,115.44,-33.99,-16.22,1.60,3.43,-5.13,-3.70,0,0.43,0.00,0.85,0.00,0,0,0,0.88,0,,38.3
4648,16,115.38,-33.78,-16.54,1.33,3.23,-4.92,-4.96,0,0.83,0.00,0.56,0.00,1,1,0,-0.12,0,,38.3
4649,16,115.31,-33.57,-16.86,0.96,3.34,-4.78,-6.28,0,0.26,0.00,0.00,0.79,0,0,0,-0.12,0,,38.3
4650,16,115.25,-33.36,-17.14,0.59,3.38,-2.73,3.58,0,0.00,0.28,0.92,0.00,0,0,0,-0.53,0,,38.7
4651,16,115.19,-33.15,-17.32,0.77,3.12,-2.68,2.32,0,0.41,0.00,0.76,0.00,0,0,0,-0.12,0,,38.7
4652,16,115.12,-32.95,-17.49,0.88,2.94,-2.74,1.00,0,0.00,0.82,0.18,0.00,0,0,0,0.88,0,,37.7
4653,16,115.06,-32.77,-17.67,0.90,2.90,-2.75,-0.26,0,0.95,0.00,0.01,0.00,0,0,0,-0.12,0,,37.7
4654,16,115.00,-32.59,-17.84,0.84,2.81,-2.67,-1.52,1,0.00,0.66,0.62,0.00,0,0,0,-0.02,0,,37.7
4655,16,114.93,-32.41,-18.02,0.70,2.70,-2.93,-2.84,0,0.00,0.79,0.14,0.00,1,0,0,-0.53,0,,38.1
4656,16,114.87,-32.28,-18.23,0.60,1.01,-3.94,1.36,0,0.42,0.00,0.80,0.00,0,0,0,-0.12,0,,38.1
4657,16,114.80,-32.22,-18.48,0.64,0.89,-3.99,0.10,0,0.00,0.82,0.00,0.21,1,0,0,-0.12,0,,38.1
4658,16,114.74,-32.16,-18.74,0.60,0.84,-3.90,-1.22,1,0.85,0.00,0.27,0.00,1,0,0,-0.02,0,,38.1
4659,16,114.67,-32.11,-18.99,0.83,0.73,-4.12,6.76,0,0.17,0.00,0.83,0.00,1,0,0,0.47,0,,37.5
4660,16,114.61,-32.07,-19.25,1.21,0.68,-4.06,5.50,0,0.30,0.00,0.00,0.79,0,0,0,-0.12,0,,37.5
4661,16,114.55,-32.02,-19.52,1.53,0.91,-4.11,4.18,0,0.00,0.61,0.00,0.72,0,0,0,-0.12,0,,37.5
4662,16,114.48,-31.96,-19.78,1.75,0.93,-4.38,2.92,0,0.00,0.93,0.13,0.00,1,0,0,-0.12,0,,37.5
4663,16,114.42,-31.90,-20.07,1.89,1.02,-4.57,1.66,0,0.00,0.18,0.00,0.88,1,0,0,-0.53,0,,37.9
4664,16,114.35,-31.83,-20.37,1.95,1.16,-4.47,0.34,0,0.93,0.00,0.10,0.00,1,0,0,-0.12,0,,37.9
4665,16,114.29,-31.75,-20.64,1.93,1.06,-4.22,-0.92,0,0.79,0.00,0.47,0.00,0,0,0,-0.12,0,,37.9
4666,16,114.23,-31.69,-20.91,1.83,1.02,-4.36,-2.18,0,0.00,0.92,0.00,0.02,0,0,0,-0.53,0,,38.4
4667,16,114.16,-31.63,-21.21,1.64,0.88,-4.56,-3.50,0,0.00,0.16,0.92,0.00,1,0,0,-0.12,0,,38.4
4668,16,114.10,-31.58,-21.50,1.38,0.69,-4.72,-4.76,0,0.00,0.87,0.16,0.00,0,0,0,-0.12,0,,38.4
4669,16,114.04,-31.54,-21.80,1.04,0.70,-4.99,-6.02,0,0.00,0.87,0.00,0.33,0,0,0,-0.12,0,,38.4
4670,16,113.97,-31.48,-22.14,0.60,0.88,-5.14,-7.34,0,0.08,0.00,0.00,0.86,1,0,0,-0.53,0,,38.8
4671,16,113.91,-31.44,-22.38,0.97,0.82,-3.62,6.30,0,0.49,0.00,0.00,0.80,0,0,0,-0.12,0,,38.8
4672,16,113.84,-31.39,-22.60,1.32,0.68,-3.62,5.04,0,0.00,0.17,0.94,0.00,0,0,0,-0.12,0,,38.8
4673,16,113.78,-31.35,-22.85,1.61,0.41,-3.76,3.72,0,0.00,0.46,0.73,0.00,0,0,0,-0.12,0,,38.8
4674,16,113.72,-31.33,-23.09,1.80,0.17,-3.76,2.46,0,0.51,0.00,0.79,0.00,1,0,0,-0.53,0,,39.2
4675,16,113.65,-31.33,-23.32,1.92,0.14,-3.63,1.20,0,0.32,0.00,0.00,0.88,0,0,0,-0.12,0,,39.2
4676,16,113.59,-31.31,-23.55,1.95,0.30,-3.41,-0.12,0,0.87,0.00,0.00,0.32,0,0,0,-0.12,0,,39.2
4677,16,113.52,-31.29,-23.76,1.90,0.26,-3.19,-1.38,0,0.67,0.00,0.59,0.00,1,0,0,-0.12,0,,39.2
4678,16,113.46,-31.28,-23.95,1.77,0.23,-2.99,-2.64,0,0.64,0.00,0.00,0.66,1,0,0,-0.53,0,,39.6
4679,16,113.39,-31.26,-24.15,1.55,0.48,-2.97,-3.96,0,0.00,0.18,0.00,0.82,0,0,0,-0.12,0,,39.6
4680,16,113.33,-31.22,-24.34,1.26,0.48,-2.94,-5.22,0,0.42,0.00,0.82,0.00,0,0,0,-0.12,0,,39.6
4681,16,113.27,-31.20,-24.52,0.89,0.40,-2.78,-6.48,0,0.70,0.00,0.00,0.61,0,0,0,-0.12,0,,39.6
4682,16,113.20,-31.17,-24.65,0.63,0.32,-0.07,3.31,0,0.88,0.00,0.14,0.00,0,0,0,-0.12,0,,39.6
4683,16,113.14,-31.15,-24.64,0.80,0.28,-0.07,2.05,0,0.00,0.93,0.04,0.00,0,0,0,-0.12,0,,39.6
4684,16,113.08,-31.13,-24.66,0.89,0.29,-0.36,0.79,0,0.00,0.93,0.00,0.08,0,0,0,-0.12,0,,39.6
4685,16,113.01,-31.11,-24.69,0.89,0.40,-0.46,-0.53,0,0.55,0.00,0.00,0.67,0,0,0,0.29,0,,39.2
4686,16,112.95,-31.08,-24.72,0.82,0.61,-0.45,-1.79,0,0.00,0.50,0.00,0.75,1,0,0,-0.12,0,,39.2
4687,16,112.88,-31.03,-24.75,0.66,0.86,-0.57,-3.05,0,0.00,0.20,0.00,0.87,0,0,0,-0.12,0,,39.2
4688,16,112.82,-30.95,-24.85,0.62,1.59,-2.09,1.08,0,0.78,0.00,0.36,0.00,0,0,0,-0.12,0,,39.2
4689,16,112.75,-30.85,-24.97,0.64,1.40,-2.04,-0.18,0,0.00,0.49,0.80,0.00,0,0,0,-1.12,0,,40.2
4690,16,112.69,-30.77,-25.11,0.59,1.33,-2.24,-1.44,1,0.00,0.70,0.00,0.61,0,0,0,-0.02,0,,40.2
4691,16,112.63,-30.71,-25.22,0.58,0.81,-1.52,-0.18,0,0.88,0.00,0.00,0.25,1,0,0,-0.12,0,,40.2
4692,16,112.56,-30.65,-25.32,0.80,1.05,-1.59,6.84,1,0.00,0.39,0.00,0.77,0,0,0,-0.02,0,,40.2
4693,16,112.50,-30.58,-25.42,1.19,1.08,-1.74,5.58,0,0.00,0.47,0.78,0.00,1,0,0,-0.12,0,,40.2
4694,16,112.43,-30.52,-25.54,1.51,0.87,-1.61,4.26,0,0.85,0.00,0.53,0.00,1,1,0,-0.12,0,,40.2
4695,16,112.37,-30.47,-25.63,1.74,0.81,-1.60,3.00,0,0.00,0.82,0.00,0.29,1,0,0,-0.12,0,,40.2
4696,16,112.31,-30.41,-25.74,1.89,0.95,-1.85,1.74,0,0.00,0.60,0.00,0.70,1,0,0,-0.12,0,,40.2
4697,16,112.24,-30.34,-25.87,1.96,1.20,-1.91,0.42,0,0.31,0.00,0.00,0.88,1,0,0,-0.12,0,,40.2
4698,16,112.18,-30.26,-25.99,1.94,1.48,-1.87,-0.84,0,0.00,0.03,0.00,0.90,1,0,0,-1.12,0,,41.2
4699,16,112.12,-30.16,-26.10,1.85,1.39,-1.76,-2.10,0,0.55,0.00,0.70,0.00,1,0,0,-0.12,0,,41.2
4700,16,112.05,-30.08,-26.22,1.66,1.12,-1.62,-3.42,0,0.40,0.00,0.82,0.00,1,0,0,0.29,0,,40.8
4701,16,111.99,-30.02,-26.32,1.40,0.89,-1.67,-4.68,0,0.00,0.71,0.55,0.00,1,0,0,-0.12,0,,40.8
4702,16,111.92,-29.97,-26.43,1.07,0.67,-1.79,-5.94,0,0.07,0.00,0.92,0.00,0,0,0,-0.12,0,,40.8
4703,16,111.86,-29.93,-26.54,0.63,0.50,-1.62,-7.26,0,0.75,0.00,0.31,0.00,1,0,0,-0.12,0,,40.8
4704,16,111.80,-29.96,-26.58,0.94,-0.58,-0.54,6.41,0,0.00,0.67,0.00,0.58,0,0,0,-0.12,0,,40.8
4705,16,111.73,-30.00,-26.62,1.30,-0.44,-0.79,5.15,0,0.00,0.89,0.00,0.28,0,0,0,-0.12,0,,40.8
4706,16,111.67,-30.02,-26.68,1.60,-0.25,-0.81,3.83,0,0.40,0.00,0.00,0.81,0,0,0,-0.12,0,,40.8
4707,16,111.60,-30.03,-26.72,1.80,-0.02,-0.67,2.57,0,0.52,0.00,0.00,0.74,0,0,0,-0.12,0,,40.8
4708,16,111.54,-30.02,-26.76,1.92,0.19,-0.66,1.31,0,0.00,0.61,0.00,0.65,0,0,0,-0.12,0,,40.8
4709,16,111.47,-30.00,-26.81,1.96,0.38,-0.70,-0.01,0,0.50,0.00,0.00,0.62,0,0,0,-0.12,0,,40.8
4710,16,111.41,-29.98,-26.85,1.92,0.33,-0.63,-1.27,0,0.00,0.01,0.94,0.00,1,0,0,-0.12,0,,40.8
4711,16,111.35,-29.96,-26.89,1.79,0.11,-0.52,-2.53,0,0.88,0.00,0.19,0.00,0,0,0,-1.12,0,,41.8
4712,16,111.28,-29.96,-26.92,1.58,0.20,-0.35,-3.85,0,0.09,0.00,0.00,0.93,0,0,0,-0.12,0,,41.8
4713,16,111.22,-29.94,-26.94,1.30,0.46,-0.28,-5.11,0,0.49,0.00,0.00,0.78,0,0,0,-0.12,0,,41.8
4714,16,111.16,-29.90,-26.95,0.94,0.54,-0.32,-6.37,0,0.00,0.85,0.36,0.00,0,0,0,-0.12,0,,41.8
4715,16,111.09,-29.84,-26.99,0.61,2.91,-0.93,3.46,0,0.00,0.68,0.00,0.43,0,0,0,-0.12,0,,41.8
4716,16,111.03,-29.65,-27.05,0.79,3.11,-1.03,2.20,0,0.08,0.00,0.00,0.93,0,0,0,-0.12,0,,41.8
4717,16,110.96,-29.45,-27.11,0.88,3.21,-0.91,0.94,0,0.87,0.00,0.33,0.00,0,0,0,-0.12,0,,41.8
4718,16,110.90,-29.24,-27.17,0.90,3.22,-0.89,-0.38,0,0.00,0.77,0.00,0.51,0,0,0,-0.12,0,,41.8
4719,16,110.83,-29.03,-27.23,0.83,3.44,-1.05,-1.64,0,0.00,0.17,0.00,0.88,0,0,0,0.29,0,,41.4
4720,16,110.77,-28.80,-27.30,0.69,3.71,-1.08,-2.90,0,0.09,0.00,0.00,0.90,0,0,0,-0.12,0,,41.4
4721,16,110.71,-28.57,-27.36,0.61,3.08,-0.80,1.24,0,0.09,0.00,0.00,0.87,0,0,0,-0.12,0,,41.4
4722,16,110.64,-28.37,-27.42,0.64,3.15,-0.93,-0.02,0,0.00,0.90,0.33,0.00,0,0,0,-0.12,0,,41.4
4723,16,110.58,-28.18,-27.48,0.60,3.06,-0.98,-1.28,1,0.88,0.00,0.13,0.00,1,0,0,-0.02,0,,41.4
4724,16,110.51,-27.96,-27.54,0.86,3.58,-0.98,6.64,0,0.00,0.16,0.00,0.84,1,0,0,0.29,0,,40.9
4725,16,110.45,-27.73,-27.61,1.24,3.67,-1.14,5.38,0,0.00,0.84,0.27,0.00,1,0,0,-0.12,0,,40.9
4726,16,110.39,-27.50,-27.69,1.54,3.72,-1.26,4.12,0,0.33,0.00,0.00,0.84,0,0,0,-0.12,0,,40.9
4727,16,110.32,-27.24,-27.77,1.76,3.84,-1.34,2.80,0,0.00,0.92,0.18,0.00,0,0,0,-0.12,0,,40.9
4728,16,110.26,-27.00,-27.86,1.90,3.89,-1.61,1.54,0,0.00,0.70,0.00,0.55,0,0,0,0.29,0,,40.5
4729,16,110.20,-26.76,-27.97,1.96,3.73,-1.64,0.28,0,0.20,0.00,0.83,0.00,1,0,0,-1.12,0,,41.5
4730,16,110.13,-26.52,-28.08,1.93,3.44,-1.62,-1.04,0,0.00,0.07,0.91,0.00,0,0,0,-0.12,0,,41.5
4731,16,110.07,-26.31,-28.18,1.82,3.20,-1.54,-2.30,0,0.72,0.00,0.56,0.00,0,0,0,-0.12,0,,41.5
4732,16,110.00,-26.12,-28.27,1.63,3.15,-1.31,-3.56,0,0.81,0.00,0.00,0.47,1,0,0,0.29,0,,41.1
4733,16,109.94,-25.91,-28.34,1.35,3.17,-1.07,-4.88,0,0.81,0.00,0.38,0.00,0,0,0,-0.12,0,,41.1
4734,16,109.88,-25.71,-28.40,1.01,3.05,-0.82,-6.14,0,0.84,0.00,0.25,0.00,1,0,0,-0.12,0,,41.1
4735,16,109.81,-25.52,-28.45,0.58,2.87,-0.71,-7.40,0,0.00,0.19,0.91,0.00,1,0,0,-0.12,0,,41.1
4736,16,109.75,-25.51,-28.41,1.00,-0.03,0.73,6.20,0,0.67,0.00,0.64,0.00,0,0,0,-0.12,0,,41.1
4737,16,109.68,-25.51,-28.35,1.35,0.04,0.93,4.94,0,0.66,0.00,0.00,0.60,0,0,0,-0.12,0,,41.1
4738,16,109.62,-25.51,-28.29,1.62,0.25,1.00,3.68,0,0.00,0.30,0.00,0.87,1,0,0,-0.12,0,,41.1
4739,16,109.55,-25.49,-28.23,1.82,0.16,1.04,2.36,0,0.34,0.00,0.69,0.00,1,0,0,-0.12,0,,41.1
4740,16,109.49,-25.48,-28.16,1.92,0.01,0.96,1.10,0,0.00,0.82,0.15,0.00,0,0,0,-0.12,0,,41.1
4741,16,109.43,-25.48,-28.11,1.95,0.08,0.86,-0.16,0,0.44,0.00,0.00,0.78,0,0,0,-0.12,0,,41.1
4742,16,109.36,-25.48,-28.05,1.90,-0.01,0.78,-1.48,0,0.00,0.54,0.71,0.00,0,0,0,-0.12,0,,41.1
4743,16,109.30,-25.49,-28.01,1.76,-0.18,0.55,-2.74,0,0.00,0.90,0.25,0.00,0,0,0,-0.12,0,,41.1
4744,16,109.24,-25.50,-27.98,1.55,-0.24,0.25,-4.00,0,0.00,0.92,0.00,0.02,0,0,0,-0.12,0,,41.1
4745,16,109.17,-25.51,-27.97,1.24,-0.11,0.10,-5.32,0,0.15,0.00,0.00,0.86,0,0,0,-0.12,0,,41.1
4746,16,109.11,-25.51,-27.97,0.86,0.15,0.08,-6.58,0,0.00,0.20,0.00,0.91,0,0,0,-0.12,0,,41.1
4747,16,109.04,-25.46,-28.01,0.64,1.89,-2.20,3.29,0,0.00,0.41,0.80,0.00,0,0,0,-0.12,0,,41.1
4748,16,108.98,-25.34,-28.16,0.81,1.88,-2.30,1.97,0,0.00,0.18,0.00,0.89,0,0,0,-0.12,0,,41.1
4749,16,108.92,-25.21,-28.31,0.89,2.09,-2.23,0.71,0,0.74,0.00,0.00,0.52,1,0,0,-0.12,0,,41.1
4750,16,108.85,-25.08,-28.44,0.89,2.06,-2.11,-0.55,0,0.00,0.00,0.89,0.00,1,0,0,0.29,0,,40.7
4751,16,108.79,-24.95,-28.58,0.81,2.06,-1.95,-1.87,0,0.69,0.00,0.00,0.49,1,0,0,-0.12,0,,40.7
4752,16,108.72,-24.82,-28.69,0.65,2.05,-1.96,-3.13,0,0.00,0.78,0.50,0.00,1,0,0,-0.12,0,,40.7
4753,16,108.66,-24.73,-28.77,0.83,0.75,-0.68,6.74,0,0.00,0.30,0.77,0.00,0,0,0,-0.12,0,,40.7
4754,16,108.59,-24.68,-28.82,1.23,0.85,-0.80,5.42,0,0.00,0.37,0.00,0.83,0,0,0,-0.12,0,,40.7
4755,16,108.53,-24.63,-28.87,1.53,0.86,-0.92,4.16,0,0.00,0.34,0.78,0.00,0,0,0,-0.12,0,,40.7
4756,16,108.47,-24.58,-28.94,1.75,0.64,-1.08,2.90,0,0.00,0.68,0.55,0.00,0,0,0,-1.12,0,,41.7
4757,16,108.40,-24.55,-29.02,1.89,0.46,-1.30,1.58,0,0.00,0.68,0.46,0.00,0,0,0,-0.12,0,,41.7
4758,16,108.34,-24.52,-29.10,1.95,0.50,-1.18,0.32,0,0.87,0.00,0.00,0.39,0,0,0,-0.12,0,,41.7
4759,16,108.28,-24.48,-29.17,1.93,0.51,-1.15,-0.94,0,0.00,0.76,0.39,0.00,0,0,0,-0.12,0,,41.7
4760,16,108.21,-24.45,-29.25,1.82,0.66,-1.25,-2.26,0,0.00,0.02,0.00,0.90,1,0,0,-0.12,0,,41.7
4761,16,108.15,-24.40,-29.33,1.64,0.94,-1.27,-3.52,0,0.00,0.04,0.00,0.91,0,0,0,-0.12,0,,41.7
4762,16,108.08,-24.33,-29.41,1.38,0.99,-1.21,-4.78,0,0.53,0.00,0.69,0.00,0,0,0,-0.12,0,,41.7
4763,16,108.02,-24.27,-29.48,1.01,0.98,-1.18,-6.10,0,0.00,0.35,0.00,0.82,0,0,0,-0.12,0,,41.7
4764,16,107.95,-24.20,-29.56,0.59,1.12,-1.38,-7.36,0,0.00,0.89,0.00,0.07,0,0,0,-0.12,0,,41.7
4765,16,107.89,-24.10,-29.72,0.75,1.64,-2.61,2.48,0,0.00,0.72,0.00,0.57,0,0,0,0.29,0,,41.3
4766,16,107.83,-24.00,-29.89,0.87,1.57,-2.53,1.16,0,0.73,0.00,0.55,0.00,0,0,0,-1.12,0,,42.3
4767,16,107.76,-23.90,-30.04,0.90,1.57,-2.33,-0.10,0,0.66,0.00,0.00,0.64,0,0,0,-0.12,0,,42.3
4768,16,107.70,-23.80,-30.18,0.85,1.72,-2.10,-1.36,1,0.87,0.00,0.00,0.25,0,0,0,-0.02,0,,42.3
4769,16,107.63,-23.68,-30.31,0.71,1.62,-1.97,-2.68,0,0.00,0.04,0.89,0.00,0,0,0,-0.12,0,,42.3
4770,16,107.57,-23.59,-30.41,0.68,1.10,-0.41,7.16,0,0.00,0.65,0.00,0.61,1,0,0,-0.12,0,,42.3
4771,16,107.51,-23.52,-30.44,1.09,1.32,-0.53,5.90,0,0.04,0.00,0.00,0.92,0,0,0,-0.12,0,,42.3
4772,16,107.44,-23.42,-30.48,1.44,1.33,-0.48,4.58,0,0.38,0.00,0.93,0.00,1,1,0,-0.12,0,,42.3
4773,16,107.38,-23.34,-30.51,1.68,1.28,-0.50,3.32,0,0.00,0.56,0.00,0.72,1,0,0,-0.12,0,,42.3
4774,16,107.32,-23.26,-30.54,1.85,1.31,-0.52,2.06,0,0.65,0.00,0.64,0.00,1,0,0,-0.12,0,,42.3
4775,16,107.25,-23.18,-30.57,1.94,1.24,-0.27,0.74,0,0.89,0.00,0.00,0.31,0,0,0,-0.12,0,,42.3
4776,16,107.19,-23.10,-30.58,1.95,1.26,-0.01,-0.52,0,0.84,0.00,0.15,0.00,0,0,0,0.29,0,,41.9
4777,16,107.12,-23.02,-30.57,1.87,1.10,0.12,-1.78,0,0.00,0.08,0.92,0.00,1,0,0,-0.12,0,,41.9
4778,16,107.06,-22.96,-30.56,1.71,1.05,0.05,-3.10,0,0.00,0.28,0.00,0.85,0,0,0,-0.12,0,,41.9
4779,16,107.00,-22.89,-30.56,1.47,1.05,-0.05,-4.36,0,0.00,0.31,0.85,0.00,1,0,0,-0.12,0,,41.9
4780,16,106.93,-22.83,-30.57,1.16,0.88,-0.00,-5.62,0,0.92,0.00,0.08,0.00,0,0,0,-0.12,0,,41.9
4781,16,106.87,-22.77,-30.56,0.74,0.80,0.27,-6.94,0,0.81,0.00,0.31,0.00,1,0,0,-0.12,0,,41.9
