update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
55719,114049055,5314,12973.1629,-0.001756,2.636053,2.934702
55720,114051103,5314,12973.1629,-0.003372,1.810419,2.935934
55721,114053151,5314,12973.1629,-0.001555,1.975493,2.936897
55722,114055199,5314,12973.1629,0.000628,4.047849,2.936980
55723,114057247,5314,12973.1629,-0.000317,5.195959,2.937457
55724,114059295,5314,12973.1629,-0.001952,3.871387,2.937384
55725,114061343,5314,12973.1629,-0.001680,3.261584,2.936723
55726,114063391,5314,12973.1629,-0.001996,2.879498,2.935772
55727,114065439,5314,12973.1629,-0.001006,2.735079,2.935323
55728,114067487,5314,12973.1629,-0.002312,3.135718,2.935677
55729,114069535,5314,12973.1629,-0.004801,2.750028,2.935762
55730,114071583,5314,12973.1629,-0.002845,2.207316,2.936446
55731,114073631,5314,12973.1629,-0.001977,2.903533,2.936546
55732,114075679,5314,12973.1629,-0.001714,6.228848,2.936629
55733,114077727,5314,12973.1629,-0.001084,4.495571,2.936177
